step,contact,m0_0,m0_1,m0_2,o3,o4,o5,o0,o1,o2,m_i0,fric_ang,coh,tens
2,67,2,0,2,-7.6655378290421588e-05,-1.5707741190369717e-05,0.50002677094366876,-0.0007970149994872347,3.3190212059708246e-05,0.49999999960624997,0,30,0,0
2,68,2,0,2,-6.7181953007812035e-05,-1.4158129157774979e-05,0.50002677017512354,-0.0007989412511868188,4.4863817288474291e-05,0.49999999960624997,0,30,0,0
2,69,2,0,2,-0.00078540304886333401,8.908537123330932e-06,0.50000222106253456,-0.00083651454050861357,6.9884434159323947e-06,0.49999999960624997,0,30,0,0
2,70,2,0,2,-0.00078478332788702726,2.2319330636133277e-05,0.50000224778225077,-0.00076998462494380637,1.5855238301089612e-05,0.49999999960624997,0,30,0,0
2,71,2,0,2,-0.00078478312202904382,-2.2318135719337748e-05,0.4998592667612009,-0.00046156874663495426,-0.00029437818304869001,0.49999999960624997,0,30,0,0
2,72,2,0,2,-0.00078540284323824761,-8.9073425166087252e-06,0.49985908591163575,-0.00096769755446004385,-0.00029322018473959592,0.49999999960624997,0,30,0,0
2,73,0,0,1,-1.7334951551601979e-05,3.1500000000000002e-13,0.49996585062058174,-1.7334951551601979e-05,3.1500000000000002e-13,2.7031995731173634e-05,0,30,0,0
2,74,0,0,0,0,0,0.49996585029066332,0,0,2.7681795286965187e-05,0,30,0,0
2,75,2,0,2,-0.0007970149994872347,3.3190212059708246e-05,0.50004967569591097,-0.0002350026205097111,8.7889186694028467e-05,0.49999999960624997,0,30,0,0
2,76,2,0,2,-0.0007989412511868188,4.4863817288474291e-05,0.5000496700115159,-0.00027921853564637916,9.9401826477839988e-05,0.49999999960624997,0,30,0,0
2,77,2,0,2,-0.00083651454050861357,6.9884434159323947e-06,0.49997705494876971,-0.00028690862291664426,4.8126398051936233e-05,0.49999999960624997,0,30,0,0
2,78,2,0,2,-0.00076998462494380637,1.5855238301089612e-05,0.4999770625852144,-0.00022753134026049643,5.7377560008401362e-05,0.49999999960624997,0,30,0,0
2,79,2,0,2,-0.00046156874663495426,-0.00029437818304869001,0.49997936448552716,-1.7815879639939655e-05,-2.0562508640242783e-10,0,0,30,0,0
2,80,2,0,2,-0.00096769755446004385,-0.00029322018473959592,0.49997936448466018,-1.7257703784518647e-05,-2.0388939148130447e-10,0,0,30,0,0
2,81,2,0,2,-1.7334951551601979e-05,3.1500000000000002e-13,0.50000505508018656,-0.00025015050729998434,1.4329963946250819e-06,0.49999999960624997,0,30,0,0
2,82,2,0,2,0,0,0.50000505392404959,-0.00025922929352570345,7.8773472724171073e-06,0.49999999960624997,0,30,0,0
2,83,2,0,2,-0.0002350026205097111,8.7889186694028467e-05,0.50000546903595045,-0.00025560753997651287,-8.628356021357236e-06,0.49999999960624997,0,30,0,0
2,84,2,0,2,-0.00027921853564637916,9.9401826477839988e-05,0.50000546895664966,-0.00025622726250757594,-2.2578799241643528e-06,0.49999999960624997,0,30,0,0
2,85,0,0,1,-1.733497375861863e-05,-3.1500000000000002e-13,0.49996584880616779,-1.733497375861863e-05,-3.1500000000000002e-13,0.99997296437702665,0,30,0,0
2,86,0,0,0,-0.00022753134026049643,5.7377560008401362e-05,0.49996584847624909,0,0,0.99997231457219959,0,30,0,0
2,87,2,0,2,-1.7815879639939655e-05,-2.0562508640242783e-10,0.50000546787755162,-0.00025622746352035181,2.2588713337182113e-06,0.49999999960624997,0,30,0,0
2,88,2,0,2,-1.7257703784518647e-05,-2.0388939148130447e-10,0.50000546795684708,-0.00025560774386590435,8.6293477631614126e-06,0.49999999960624997,0,30,0,0
2,89,2,0,2,-0.00025015050729998434,1.4329963946250819e-06,0.50000505499054482,-0.0002592290541675174,-7.8763268294173612e-06,0.49999999960624997,0,30,0,0
2,90,2,0,2,-0.00025922929352570345,7.8773472724171073e-06,0.5000050561466719,-0.00025015029886850393,-1.4319790567178258e-06,0.49999999960624997,0,30,0,0
2,91,2,0,2,-0.00025560753997651287,-8.628356021357236e-06,0.49997706148577548,-0.00022753145382294754,-5.7376608620334375e-05,0.49999999960624997,0,30,0,0
2,92,2,0,2,-0.00025622726250757594,-2.2578799241643528e-06,0.49997705384930208,-0.00028690886578832536,-4.8125450496395299e-05,0.49999999960624997,0,30,0,0
2,93,2,0,2,-1.733497375861863e-05,-3.1500000000000002e-13,0.50004967104792331,-0.00027921826418813439,-9.9400739665873937e-05,0.49999999960624997,0,30,0,0
2,94,2,0,2,0,0,0.50004967673228573,-0.00023500250196095002,-8.7888109836192763e-05,0.49999999960624997,0,30,0,0
2,95,2,0,2,-0.00025622746352035181,2.2588713337182113e-06,0.49999759067090865,-3.0511626685627111e-05,-7.4712802492146735e-06,0,0,30,0,0
2,96,0,0,0,-0.00025560774386590435,8.6293477631614126e-06,0.49999385641065708,0,0,0.99999775695375615,0,30,0,0
2,97,0,0,1,-3.6908763187894347e-06,3.1500000000000002e-13,0.49999188695386804,-3.6908763187894347e-06,3.1500000000000002e-13,6.0768334981333816e-06,0,30,0,0
2,98,0,0,0,-0.00025015029886850393,-1.4319790567178258e-06,0.49999188695294777,0,0,6.1820012258924389e-06,0,30,0,0
2,99,0,0,1,-3.6908503904360368e-06,-3.1500000000000002e-13,0.49999188517412962,-3.6908503904360368e-06,-3.1500000000000002e-13,0.99999391960698891,0,30,0,0
2,100,0,0,0,-0.00028690886578832536,-4.8125450496395299e-05,0.49999188517320947,0,0,0.99999381444018187,0,30,0,0
2,101,2,0,2,-0.00027921826418813439,-9.9400739665873937e-05,0.49999385906963156,-3.0511501215858402e-05,7.4710481380024785e-06,0,0,30,0,0
2,102,0,0,0,-0.00023500250196095002,-8.7888109836192763e-05,0.49999385810278052,0,0,2.2396610427569551e-06,0,30,0,0
3,1,2,0,2,-0.043161845496193563,-0.0079782116796624676,0.99985729658370126,-0.043161845496193563,-0.0079782116796624676,0,0,30,0,0
3,2,2,0,2,-0.043150727992322127,0.0075264795502988811,0.99631838968911157,-0.043150727992322127,0.0075264795502988811,0,0,30,0,0
3,3,0,0,0,0,0,0.49705949855071152,0,0,0.99460166144258411,0,30,0,0
3,4,2,0,2,-0.0054638546254759538,-0.0056627079055522628,0.4998826774498904,-0.0054638546254759538,-0.0056627079055522628,0,0,30,0,0
3,5,0,0,0,0,0,0.5031196730103199,0,0,0.49688672223961472,0,30,0,0
3,6,2,0,2,-0.01110729604547854,-0.0062623388978892986,0.50309086378058632,-0.01110729604547854,-0.0062623388978892986,0.49999999960624997,0,30,0,0
3,7,2,0,2,-0.00037765527004721654,-0.00022731745560533915,0.49993253541839489,-0.00037765527004721654,-0.00022731745560533915,0,0,30,0,0
3,8,2,0,2,-0.00056978924389546764,-0.0002234319098106506,0.49993063277628441,-0.00056978924389546764,-0.0002234319098106506,0,0,30,0,0
3,9,2,0,2,-0.0037936593871447802,-0.00076510278467905018,0.49958000889798687,-0.0037936593871447802,-0.00076510278467905018,0.49999999960624997,0,30,0,0
3,10,2,0,2,-0.002856754460995183,-0.00084692266038758636,0.4995815690902688,-0.002856754460995183,-0.00084692266038758636,0.49999999960624997,0,30,0,0
3,11,2,0,2,-0.0032470406518331088,-0.00046976987800741773,0.50024826777669062,-0.0032470406518331088,-0.00046976987800741773,0.49999999960624997,0,30,0,0
3,12,2,0,2,-0.0033531809596304548,-0.00057071681108609518,0.50024809048946739,-0.0033531809596304548,-0.00057071681108609518,0.49999999960624997,0,30,0,0
3,13,2,0,2,-0.00037803049246918513,0.00022571233767486239,0.49981959572675189,-0.00037803049246918513,0.00022571233767486239,0,0,30,0,0
3,14,2,0,2,-0.00056756195202718989,0.00022221935695561606,0.49981955095251163,-0.00056756195202718989,0.00022221935695561606,0,0,30,0,0
3,15,2,0,2,-0.0034516885786537374,0.00012285776315504852,0.50006332936908737,-0.0034516885786537374,0.00012285776315504852,0.49999999960624997,0,30,0,0
3,16,2,0,2,-0.0034705376159888603,9.9668085521169392e-05,0.50006329823049822,-0.0034705376159888603,9.9668085521169392e-05,0.49999999960624997,0,30,0,0
3,17,2,0,2,-0.0034705538123795212,-9.9941581926334998e-05,0.50006344524285495,-0.0034705538123795212,-9.9941581926334998e-05,0.49999999960624997,0,30,0,0
3,18,2,0,2,-0.0034516787548183937,-0.00012314869554177677,0.50006347642634252,-0.0034516787548183937,-0.00012314869554177677,0.49999999960624997,0,30,0,0
3,19,0,0,0,0,0,0.49704552668599705,0,0,0.005432047865838301,0,30,0,0
3,20,2,0,2,-0.0054430143779808492,0.0057067921481986179,0.49705745533059986,-0.0054430143779808492,0.0057067921481986179,0,0,30,0,0
3,21,2,0,2,-0.0033519191792466246,0.00056786748670357567,0.50024686539500995,-0.0033519191792466246,0.00056786748670357567,0.49999999960624997,0,30,0,0
3,22,2,0,2,-0.0032483653236015041,0.00046729696732408788,0.50024703841150009,-0.0032483653236015041,0.00046729696732408788,0.49999999960624997,0,30,0,0
3,23,2,0,2,-0.002853084328393742,0.00084386956046820887,0.4995830721266703,-0.002853084328393742,0.00084386956046820887,0.49999999960624997,0,30,0,0
3,24,2,0,2,-0.003793140232031542,0.0007625231525259221,0.49958150768566628,-0.003793140232031542,0.0007625231525259221,0.49999999960624997,0,30,0,0
3,25,2,0,2,-0.011108789857126548,0.0062641680994793402,0.50308064466814406,-0.011108789857126548,0.0062641680994793402,0.49999999960624997,0,30,0,0
3,26,0,0,0,0,0,0.50310941957133271,0,0,0.50310304735704581,0,30,0,0
3,27,0,0,0,0,0,0.49964350943222641,0,0,0.99955940140072252,0,30,0,0
3,28,2,0,2,-0.00070561302574107562,-0.00049346116586580378,0.49989014490519518,-0.00070561302574107562,-0.00049346116586580378,0,0,30,0,0
3,29,2,0,2,-0.0024224061244227748,-0.00032627728160947216,0.49984327865726613,-0.0024224061244227748,-0.00032627728160947216,0.49999999960624997,0,30,0,0
3,30,2,0,2,-0.0042705411398741462,-0.0003392296575570974,0.49984018643878941,-0.0042705411398741462,-0.0003392296575570974,0.49999999960624997,0,30,0,0
3,31,2,0,2,-0.0016909909388886169,-0.0006636049274090386,0.50033927041820703,-0.0016909909388886169,-0.0006636049274090386,0.49999999960624997,0,30,0,0
3,32,2,0,2,-0.002703715357628977,-0.00066391862720003821,0.50033815778034985,-0.002703715357628977,-0.00066391862720003821,0.49999999960624997,0,30,0,0
3,33,2,0,2,-0.00024604542371204946,-1.0225343985963299e-08,0.49989034734600496,-0.00024604542371204946,-1.0225343985963299e-08,0,0,30,0,0
3,34,2,0,2,-0.00022821131447457998,2.4373808862597049e-10,0.49989034200262117,-0.00022821131447457998,2.4373808862597049e-10,0,0,30,0,0
3,35,2,0,2,-0.002217508143689882,3.0222427930185065e-05,0.50002853161444871,-0.002217508143689882,3.0222427930185065e-05,0.49999999960624997,0,30,0,0
3,36,2,0,2,-0.0021847283547283057,4.1892031067258234e-05,0.50002856776481686,-0.0021847283547283057,4.1892031067258234e-05,0.49999999960624997,0,30,0,0
3,37,2,0,2,-0.0022315986029726211,-0.00011420002553205553,0.50006709958028039,-0.0022315986029726211,-0.00011420002553205553,0.49999999960624997,0,30,0,0
3,38,2,0,2,-0.0022135367408573615,-0.00010739257473942659,0.50006711956701311,-0.0022135367408573615,-0.00010739257473942659,0.49999999960624997,0,30,0,0
3,39,0,0,0,0,0,0.4996431642283849,0,0,0.00044133809917697771,0,30,0,0
3,40,2,0,2,-0.00070576272779162294,0.00049442122322466075,0.49964304921330521,-0.00070576272779162294,0.00049442122322466075,0,0,30,0,0
3,41,2,0,2,-0.0022134997854196606,0.00010716910065770375,0.50006701489701721,-0.0022134997854196606,0.00010716910065770375,0.49999999960624997,0,30,0,0
3,42,2,0,2,-0.0022315977411080865,0.00011399375549438833,0.50006699487030326,-0.0022315977411080865,0.00011399375549438833,0.49999999960624997,0,30,0,0
3,43,2,0,2,-0.0021847290693377429,-4.2157161385992247e-05,0.50002869880805723,-0.0021847290693377429,-4.2157161385992247e-05,0.49999999960624997,0,30,0,0
3,44,2,0,2,-0.0022175365935963071,-3.0464021173510545e-05,0.50002866262696943,-0.0022175365935963071,-3.0464021173510545e-05,0.49999999960624997,0,30,0,0
3,45,2,0,2,-0.0027035651811980533,0.00066392538887042945,0.5003381367909745,-0.0027035651811980533,0.00066392538887042945,0.49999999960624997,0,30,0,0
3,46,2,0,2,-0.0016903088557077702,0.00066357345684547571,0.50033924980254341,-0.0016903088557077702,0.00066357345684547571,0.49999999960624997,0,30,0,0
3,47,2,0,2,-0.0042708137560545142,0.0003393172899117256,0.49984014350002859,-0.0042708137560545142,0.0003393172899117256,0.49999999960624997,0,30,0,0
3,48,2,0,2,-0.0024222357384831323,0.00032631917320893151,0.49984323650691059,-0.0024222357384831323,0.00032631917320893151,0.49999999960624997,0,30,0,0
3,49,2,0,2,-0.00033777081524974053,0.00028104686292031709,0.49979556909824796,-0.00033777081524974053,0.00028104686292031709,0,0,30,0,0
3,50,0,0,0,0,0,0.49979554541481291,0,0,0.00032167849775520906,0,30,0,0
3,51,2,0,2,-0.001465473447512855,0.00037925879840159353,0.49981905573846169,-0.001465473447512855,0.00037925879840159353,0.49999999960624997,0,30,0,0
3,52,2,0,2,-0.00074631762359967681,0.00038140576965606872,0.49981945352330209,-0.00074631762359967681,0.00038140576965606872,0.49999999960624997,0,30,0,0
3,53,2,0,2,-0.00013761634448622326,-3.9704815679422489e-06,0.49993609916767467,-0.00013761634448622326,-3.9704815679422489e-06,0,0,30,0,0
3,54,2,0,2,-0.00012816223219220798,-3.399718464366506e-06,0.4999358131982089,-0.00012816223219220798,-3.399718464366506e-06,0,0,30,0,0
3,55,2,0,2,-0.0010281184684966067,-7.5602687873812244e-05,0.49996982221667297,-0.0010281184684966067,-7.5602687873812244e-05,0.49999999960624997,0,30,0,0
3,56,2,0,2,-0.001144133177655516,-7.7851545574504191e-05,0.49996975921628645,-0.001144133177655516,-7.7851545574504191e-05,0.49999999960624997,0,30,0,0
3,57,2,0,2,-0.0010686810284280741,-0.00010241989481907418,0.50005711583354606,-0.0010686810284280741,-0.00010241989481907418,0.49999999960624997,0,30,0,0
3,58,2,0,2,-0.0010859916605419132,-9.8970822770620077e-05,0.50005710650570467,-0.0010859916605419132,-9.8970822770620077e-05,0.49999999960624997,0,30,0,0
3,59,2,0,2,-0.00013763458588049983,4.037153999122457e-06,0.49993408806121903,-0.00013763458588049983,4.037153999122457e-06,0,0,30,0,0
3,60,2,0,2,-0.00012816758822634241,3.452369007038801e-06,0.49993408869038958,-0.00012816758822634241,3.452369007038801e-06,0,0,30,0,0
3,61,2,0,2,-0.0010696204891866964,1.7556739468723409e-05,0.50001877647658022,-0.0010696204891866964,1.7556739468723409e-05,0.49999999960624997,0,30,0,0
3,62,2,0,2,-0.0010720794720452159,2.5743310732159276e-05,0.50001877516221538,-0.0010720794720452159,2.5743310732159276e-05,0.49999999960624997,0,30,0,0
3,63,2,0,2,-0.0010720871196478513,-2.5774963869370855e-05,0.50001879241374891,-0.0010720871196478513,-2.5774963869370855e-05,0.49999999960624997,0,30,0,0
3,64,2,0,2,-0.001069623049823377,-1.7588098681047717e-05,0.50001879373083713,-0.001069623049823377,-1.7588098681047717e-05,0.49999999960624997,0,30,0,0
3,65,2,0,2,-0.00033790464775420085,-0.00028082242121226094,0.49993594703137773,-0.00033790464775420085,-0.00028082242121226094,0,0,30,0,0
3,66,0,0,0,0,0,0.49979553958765643,0,0,0.99967831098754178,0,30,0,0
3,67,2,0,2,-0.0010859421166900906,9.8950534631442747e-05,0.50005709169153445,-0.0010859421166900906,9.8950534631442747e-05,0.49999999960624997,0,30,0,0
3,68,2,0,2,-0.0010686348415929806,0.00010239370800360463,0.50005710101715284,-0.0010686348415929806,0.00010239370800360463,0.49999999960624997,0,30,0,0
3,69,2,0,2,-0.0011440717230700983,7.7838636493056133e-05,0.4999697668595327,-0.0011440717230700983,7.7838636493056133e-05,0.49999999960624997,0,30,0,0
3,70,2,0,2,-0.0010280775026093717,7.5584382033195335e-05,0.49996982984582178,-0.0010280775026093717,7.5584382033195335e-05,0.49999999960624997,0,30,0,0
3,71,2,0,2,-0.00074633209528827222,-0.00038137151693703997,0.49981946856275816,-0.00074633209528827222,-0.00038137151693703997,0.49999999960624997,0,30,0,0
3,72,2,0,2,-0.0014654194127987495,-0.0003792247141975339,0.49981907082292859,-0.0014654194127987495,-0.0003792247141975339,0.49999999960624997,0,30,0,0
3,73,0,0,1,-2.3368414010048612e-05,3.1500000000000002e-13,0.49994184944311587,-2.3368414010048612e-05,3.1500000000000002e-13,5.7876616668549822e-05,0,30,0,0
3,74,0,0,0,0,0,0.49994184863969499,0,0,5.4953453732365747e-05,0,30,0,0
3,75,2,0,2,-0.00038422965175436709,0.00014316907103056344,0.5000802687847683,-0.00038422965175436709,0.00014316907103056344,0.49999999960624997,0,30,0,0
3,76,2,0,2,-0.00050824841745339194,0.00016058920956986438,0.50008024111672922,-0.00050824841745339194,0.00016058920956986438,0.49999999960624997,0,30,0,0
3,77,2,0,2,-0.00046393107588446999,7.106132005769991e-05,0.49996617434105034,-0.00046393107588446999,7.106132005769991e-05,0.49999999960624997,0,30,0,0
3,78,2,0,2,-0.0003763167157924826,8.5003153776358237e-05,0.49996619274674892,-0.0003763167157924826,8.5003153776358237e-05,0.49999999960624997,0,30,0,0
3,79,2,0,2,-3.5144569699252157e-05,2.6433155866011735e-09,0.49997078446648108,-3.5144569699252157e-05,2.6433155866011735e-09,0,0,30,0,0
3,80,2,0,2,-2.6410340402070158e-05,1.415794540328623e-09,0.49997078499995712,-2.6410340402070158e-05,1.415794540328623e-09,0,0,30,0,0
