step,contact,m0_0,m0_1,m0_2,o3,o4,o5,o0,o1,o2
1,77,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,78,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,79,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,80,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,81,2,0,2,0,0,0.49999999921249993,0,0,0
1,82,2,0,2,0,0,0.49999999921249993,0,0,0
1,83,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,84,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,85,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,86,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,87,2,0,2,0,0,0.49999999921249993,0,0,0
1,88,2,0,2,0,0,0.49999999921249993,0,0,0
1,89,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,90,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,91,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,92,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,93,2,0,2,0,0,0.49999999921249993,0,0,0
1,94,2,0,2,0,0,0.49999999921249993,0,0,0
1,95,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,96,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,97,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,98,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,99,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,100,2,0,2,0,0,0.49999999980312493,0,0,0.49999999960624997
1,101,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,102,2,0,2,0,0,0.50000000059062499,0,0,0.49999999960624997
1,103,2,0,2,0,0,0.49999999921249993,0,0,0
1,104,2,0,2,0,0,0.49999999921249993,0,0,0
1,105,2,0,2,0,0,0.49999999921249993,0,0,0
1,106,2,0,2,0,0,0.49999999921249993,0,0,0
1,107,2,0,2,0,0,0.49999999921249993,0,0,0
1,108,2,0,2,0,0,0.49999999921249993,0,0,0
1,109,2,0,2,0,0,0.49999999921249993,0,0,0
1,110,2,0,2,0,0,0.49999999921249993,0,0,0
1,1,2,2,2,-0.032587573161034458,-0.00059345042559634054,0.99999999998425004,0,0,0.1999999999937
1,2,2,2,2,-0.029760671353055723,-0.00090458555339513155,0.99999999998425004,0,0,0
1,3,2,2,2,-0.032676122149726927,-0.00026543432834112848,0.99999999998425004,0,0,0.1999999999937
1,4,2,2,2,-0.032921304862060498,9.0053646743846696e-05,0.99999999998425004,0,0,0.39999999998739999
1,5,2,2,2,-0.032851351464739206,-0.00017524862435952849,0.99999999998425004,0,0,0.39999999998739999
1,6,2,2,2,-0.032851351585359026,0.00017524915194056778,0.99999999998425004,0,0,0.59999999998109999
1,7,2,2,2,-0.032921304742354066,-9.0053138040000234e-05,0.99999999998425004,0,0,0.59999999998109999
1,8,2,2,2,-0.03267612229908505,0.00026543483000663731,0.99999999998425004,0,0,0.79999999997479998
1,9,2,2,2,-0.032587573145465565,0.00059345088082875784,0.99999999998425004,0,0,0.79999999997479998
1,10,2,2,2,-0.029760671536166256,0.00090458567784864339,1.0000000003937499,0,0,0
1,11,2,2,0,0.00032801609725521211,0,0.49999999921249993,0,0,0
1,12,2,2,2,-0.00086188834488576177,0.00021942628987148272,0.49999999921249993,0,0,0
1,13,2,2,2,-0.0062037672684607179,-0.00073880907460358806,0.50000000059062499,0,0,0.49999999960624997
1,14,2,2,2,-0.0074494676411179725,-0.00064453536123289647,0.50000000059062499,0,0,0.49999999960624997
1,15,2,2,2,-0.00026530227110337513,-6.9953397321291522e-05,0.49999999921249993,0,0,0
1,16,2,2,2,-0.00040807592872450771,-6.8853640799108884e-05,0.49999999921249993,0,0,0
1,17,2,2,2,-0.0060295001537545578,6.6291335996140008e-06,0.49999999980312493,0,0,0.49999999960624997
1,18,2,2,2,-0.0059843409785892351,0.00012307927028217376,0.49999999980312493,0,0,0.49999999960624997
1,19,2,2,2,-0.0059216637892574725,-0.00021973026466966041,0.50000000059062499,0,0,0.49999999960624997
1,20,2,2,2,-0.0060289351246797657,-9.6229441169826463e-05,0.50000000059062499,0,0,0.49999999960624997
1,21,2,2,2,-0.00026530228998056802,6.9953156995046506e-05,0.49999999921249993,0,0,0
1,22,2,2,2,-0.00040807593698064025,6.8853400195141579e-05,0.49999999921249993,0,0,0
1,23,2,2,2,-0.0060058373904911672,6.7339940332439559e-05,0.49999999980312493,0,0,0.49999999960624997
1,24,2,2,2,-0.0059905174300565814,0.00018834566405484727,0.49999999980312493,0,0,0.49999999960624997
1,25,2,2,2,-0.0059905173117032959,-0.00018834458890553906,0.50000000059062499,0,0,0.49999999960624997
1,26,2,2,2,-0.0060058371803621002,-6.7338864333101183e-05,0.50000000059062499,0,0,0.49999999960624997
1,27,2,2,0,0.00032801605082212048,0,0.49999999921249993,0,0,0
1,28,2,2,2,-0.00086188844644596743,-0.00021942645128782134,0.49999999921249993,0,0,0
1,29,2,2,2,-0.0060289353247937674,9.6230528014712471e-05,0.49999999980312493,0,0,0.49999999960624997
1,30,2,2,2,-0.0059216639115081543,0.00021973134807510119,0.49999999980312493,0,0,0.49999999960624997
1,31,2,2,2,-0.0059843409145012572,-0.00012307822752653355,0.50000000059062499,0,0,0.49999999960624997
1,32,2,2,2,-0.0060294999283493494,-6.6280934752401943e-06,0.50000000059062499,0,0,0.49999999960624997
1,33,2,2,2,-0.0074494679349561312,0.00064453651321007505,0.49999999980312493,0,0,0.49999999960624997
1,34,2,2,2,-0.0062037673657890785,0.00073881021891943391,0.49999999980312493,0,0,0.49999999960624997
1,35,2,2,2,-0.00010285857476944047,-5.6502907479216713e-07,0.49999999921249993,0,0,0
1,36,2,2,2,-0.00023618411154743225,-2.8088554738001092e-05,0.49999999921249993,0,0,0
1,37,2,2,2,-0.0022857374577860828,0.0001459480115600149,0.49999999980312493,0,0,0.49999999960624997
1,38,2,2,2,-0.0029868740147953876,0.00020130404682725043,0.49999999980312493,0,0,0.49999999960624997
1,39,2,2,2,-0.0021588351083696375,-0.00017069197230370898,0.50000000059062499,0,0,0.49999999960624997
1,40,2,2,2,-0.0023389426402884647,-0.00012375816584294153,0.50000000059062499,0,0,0.49999999960624997
1,41,2,2,2,-0.00013467880466554074,-2.1012906692430278e-10,0.49999999921249993,0,0,0
1,42,2,2,2,-0.00016784851563679724,-2.1020797602577801e-10,0.49999999921249993,0,0,0
1,43,2,2,2,-0.0021592466417764272,2.560901935993215e-05,0.49999999980312493,0,0,0.49999999960624997
1,44,2,2,2,-0.0021869236631076386,6.5492139243723271e-05,0.49999999980312493,0,0,0.49999999960624997
1,45,2,2,2,-0.0021704145210157122,-8.392364960207122e-05,0.50000000059062499,0,0,0.49999999960624997
1,46,2,2,2,-0.0021857344328209613,-4.3152772727836575e-05,0.50000000059062499,0,0,0.49999999960624997
1,47,2,2,2,-0.00010285862148995266,5.6460355558202169e-07,0.49999999921249993,0,0,0
1,48,2,2,2,-0.00023618408050981015,2.8088131181734644e-05,0.49999999921249993,0,0,0
1,49,2,2,2,-0.0021857346485118292,4.3153989757781781e-05,0.49999999980312493,0,0,0.49999999960624997
1,50,2,2,2,-0.0021704147312236882,8.392486603472602e-05,0.49999999980312493,0,0,0.49999999960624997
1,51,2,2,2,-0.0021869234724314554,-6.5490934052044557e-05,0.50000000059062499,0,0,0.49999999960624997
1,52,2,2,2,-0.0021592464158578933,-2.5607814538421196e-05,0.50000000059062499,0,0,0.49999999960624997
1,53,2,2,2,-0.0023389428249569882,0.0001237593406938608,0.49999999980312493,0,0,0.49999999960624997
1,54,2,2,2,-0.0021588353412497208,0.00017069314645776559,0.49999999980312493,0,0,0.49999999960624997
1,55,2,2,2,-0.0029868738447092619,-0.00020130285383512106,0.50000000059062499,0,0,0.49999999960624997
1,56,2,2,2,-0.0022857373255645852,-0.00014594681904140714,0.50000000059062499,0,0,0.49999999960624997
1,57,2,2,2,-0.00026970617740295646,5.3205182502381876e-05,0.49999999921249993,0,0,0
1,58,2,2,0,0.00020978655094703314,0,0.49999999921249993,0,0,0
1,59,2,2,2,-0.00093706205123657293,0.00023962010476679502,0.50000000059062499,0,0,0.49999999960624997
1,60,2,2,2,-0.00046871751725760524,0.00024422721203603171,0.50000000059062499,0,0,0.49999999960624997
1,61,2,2,2,-6.8761792087768722e-05,2.6487791044534081e-05,0.49999999921249993,0,0,0
1,62,2,2,2,-4.3577925246437301e-05,2.4499413356894595e-05,0.49999999921249993,0,0,0
1,63,2,2,2,-0.00077932694134087016,1.6804217609395706e-05,0.49999999980312493,0,0,0.49999999960624997
1,64,2,2,2,-0.00083201143245238002,2.9833553819761888e-05,0.49999999980312493,0,0,0.49999999960624997
1,65,2,2,2,-0.00080867644722743687,-2.3421125690596645e-05,0.50000000059062499,0,0,0.49999999960624997
1,66,2,2,2,-0.00079685058837392769,-8.739443158927251e-06,0.50000000059062499,0,0,0.49999999960624997
1,67,2,2,2,-6.8761804296202977e-05,-2.6488232653935906e-05,0.49999999921249993,0,0,0
1,68,2,2,2,-4.3577912970236859e-05,-2.449985492087442e-05,0.49999999921249993,0,0,0
1,69,2,2,2,-0.0007836457831980892,6.3628739324338244e-06,0.49999999980312493,0,0,0.49999999960624997
1,70,2,2,2,-0.00078417703387054227,2.0156799555840656e-05,0.49999999980312493,0,0,0.49999999960624997
1,71,2,2,2,-0.00078417681812033985,-2.0155590571117355e-05,0.50000000059062499,0,0,0.49999999960624997
1,72,2,2,2,-0.00078364557763802717,-6.3616653891277708e-06,0.50000000059062499,0,0,0.49999999960624997
1,73,2,2,2,-0.00026970615973526796,-5.3205499392403044e-05,0.49999999921249993,0,0,0
1,74,2,2,0,0.00020978653451408894,0,0.49999999921249993,0,0,0
1,75,2,2,2,-0.00079685077423810591,8.7406403716280773e-06,0.49999999980312493,0,0,0.49999999960624997
1,76,2,2,2,-0.00080867667304121427,2.3422322399119503e-05,0.49999999980312493,0,0,0.49999999960624997
1,77,2,2,2,-0.0008320112513755043,-2.9832387864823821e-05,0.50000000059062499,0,0,0.49999999960624997
1,78,2,2,2,-0.00077932671394786296,-1.6803052306819068e-05,0.50000000059062499,0,0,0.49999999960624997
1,79,2,2,2,-0.00046871768900545036,-0.00024422602904043748,0.49999999980312493,0,0,0.49999999960624997
1,80,2,2,2,-0.00093706218701521821,-0.00023961892237891276,0.49999999980312493,0,0,0.49999999960624997
1,81,2,2,2,-2.5543660768322957e-05,1.7523647033057532e-05,0.49999999921249993,0,0,0
1,82,2,2,0,2.7610365174239563e-05,0,0.49999999921249993,0,0,0
1,83,2,2,2,-0.00023945688932569542,8.5236134006906464e-05,0.49999999980312493,0,0,0.49999999960624997
1,84,2,2,2,-0.00027603020276874973,9.5695513247243138e-05,0.49999999980312493,0,0,0.49999999960624997
1,85,2,2,2,-0.00028084731255789697,3.9767086265140634e-05,0.50000000059062499,0,0,0.49999999960624997
1,86,2,2,2,-0.00023112453507916769,4.7860994796241631e-05,0.50000000059062499,0,0,0.49999999960624997
1,87,2,2,2,-1.2724539321561594e-05,-2.0556006202765431e-10,0.49999999921249993,0,0,0
1,88,2,2,2,-9.4148685638169504e-06,-2.0549321272378407e-10,0.49999999921249993,0,0,0
1,89,2,2,2,-0.00024754644135554366,5.7151588612399802e-06,0.49999999980312493,0,0,0.49999999960624997
1,90,2,2,2,-0.00026233401384183341,1.2156721090901069e-05,0.49999999980312493,0,0,0.49999999960624997
1,91,2,2,2,-0.00025647733919556548,-4.7069227276601925e-06,0.50000000059062499,0,0,0.49999999960624997
1,92,2,2,2,-0.00025594613766760643,1.9743484939702292e-06,0.50000000059062499,0,0,0.49999999960624997
1,93,2,2,2,-2.5543692678447149e-05,-1.7524060290242949e-05,0.49999999921249993,0,0,0
1,94,2,2,0,2.7610413651680341e-05,0,0.49999999921249993,0,0,0
1,95,2,2,2,-0.00025594625506197149,-1.9733258492957715e-06,0.49999999980312493,0,0,0.49999999960624997
1,96,2,2,2,-0.0002564775446887782,4.7079458361567579e-06,0.49999999980312493,0,0,0.49999999960624997
1,97,2,2,2,-0.00026233382240218456,-1.2155686708214709e-05,0.50000000059062499,0,0,0.49999999960624997
1,98,2,2,2,-0.00024754631440392777,-5.7141283991303976e-06,0.50000000059062499,0,0,0.49999999960624997
1,99,2,2,2,-0.00023112460755582431,-4.7860005159217528e-05,0.49999999980312493,0,0,0.49999999960624997
1,100,2,2,2,-0.00028084753578831723,-3.9766100359895048e-05,0.49999999980312493,0,0,0.49999999960624997
1,101,2,2,2,-0.00027602994052464136,-9.5694409081861832e-05,0.50000000059062499,0,0,0.49999999960624997
1,102,2,2,2,-0.00023945679257042496,-8.5235040204269567e-05,0.50000000059062499,0,0,0.49999999960624997
1,103,2,2,2,-3.7375139210664833e-05,-8.3323542465277289e-06,0.49999999921249993,0,0,0
1,104,2,2,0,4.3186525302183645e-05,0,0.49999999921249993,0,0,0
1,105,2,2,1,-3.7408103672697515e-06,8.3996963120627766e-06,0.49999999921249993,0,0,0
1,106,2,2,0,1.1885913139245371e-05,0,0.49999999921249993,0,0,0
1,107,2,2,1,-3.7408025498346261e-06,-8.3999406580437253e-06,0.49999999921249993,0,0,0
1,108,2,2,0,1.1885941415689054e-05,0,0.49999999921249993,0,0,0
1,109,2,2,2,-3.7375035045052032e-05,8.332185014600646e-06,0.49999999921249993,0,0,0
1,110,2,2,0,4.3186598860490714e-05,0,0.49999999921249993,0,0,0
2,1,2,0,2,-0.032613227706609717,-0.00066709457988425977,1.000159462601077,-0.029720839983503927,-0.00096824455649095862,0
2,2,2,0,2,-0.029720839983503927,-0.00096824455649095862,0.99969837103019787,-0.029720840175316461,0.00096824466712985954,0
2,3,0,0,0,-0.032713902591026564,-0.00020327849663703866,0.49951012968739078,0,0,0.0001012104620324507
2,4,2,0,2,-0.032896504783326855,0.00013959352465067761,0.49951002181007487,-0.0008057716870345634,0.00023074616122415598,0
2,5,2,0,2,-0.032847519173536774,-0.00017305639599878489,0.50038824399389414,-0.0061811731027117678,-0.00070703516408884349,0.49999999960624997
2,6,2,0,2,-0.032847519294899048,0.00017305692493060047,0.50038389106101289,-0.0074579910807173813,-0.00061806896631449396,0.49999999960624997
2,7,2,0,2,-0.032896504665871865,-0.00013959301241701477,0.49956068617475319,-0.0003126499206494625,-4.8985609790080931e-05,0
2,8,2,0,2,-0.03271390275023206,0.00020327900318985138,0.49955943185119939,-0.0004166146575580591,-4.6477605654543508e-05,0
2,9,2,0,2,-0.032613227669186819,0.00066709501941011266,0.50008538123016033,-0.0060285017288847428,-1.1090696856704925e-05,0.49999999960624997
2,10,2,0,2,-0.029720840175316461,0.00096824466712985954,0.50008561505584825,-0.0059504269414876118,9.8736522945719874e-05,0.49999999960624997
2,11,2,0,2,0,0,0.50014597251075266,-0.0059473762099488958,-0.00022811799053607443,0.49999999960624997
2,12,2,0,2,-0.0008057716870345634,0.00023074616122415598,0.50014574081519336,-0.006024803127764343,-0.00011071282828719386,0.49999999960624997
2,13,2,0,2,-0.0061811731027117678,-0.00070703516408884349,0.49953621522872277,-0.00031264993734761524,4.8985370972823294e-05,0
2,14,2,0,2,-0.0074579910807173813,-0.00061806896631449396,0.49953619625772144,-0.00041661466212395001,4.6477365949926241e-05,0
2,15,2,0,2,-0.0003126499206494625,-4.8985609790080931e-05,0.50012620386398843,-0.0060077279332570108,6.9470855324537295e-05,0.49999999960624997
2,16,2,0,2,-0.0004166146575580591,-4.6477605654543508e-05,0.500126245489111,-0.0059938538156034393,0.00018849666702198468,0.49999999960624997
2,17,2,0,2,-0.0060285017288847428,-1.1090696856704925e-05,0.50012624652702764,-0.0059938536976800114,-0.00018849559452314852,0.49999999960624997
2,18,2,0,2,-0.0059504269414876118,9.8736522945719874e-05,0.50012620490208759,-0.0060077277236142285,-6.9469781964392457e-05,0.49999999960624997
2,19,0,0,0,-0.0059473762099488958,-0.00022811799053607443,0.49951012801312866,0,0,0.99989878618561401
2,20,2,0,2,-0.006024803127764343,-0.00011071282828719386,0.49962529601685346,-0.00080577179536927635,-0.00023074635273912653,0
2,21,2,0,2,-0.00031264993734761524,4.8985370972823294e-05,0.50014573977893795,-0.006024803324296904,0.00011071390807590587,0.49999999960624997
2,22,2,0,2,-0.00041661466212395001,4.6477365949926241e-05,0.50014597147463491,-0.0059473763317300851,0.00022811906760080149,0.49999999960624997
2,23,2,0,2,-0.0060077279332570108,6.9470855324537295e-05,0.50008561611115265,-0.0059504268658937404,-9.8735485808562726e-05,0.49999999960624997
2,24,2,0,2,-0.0059938538156034393,0.00018849666702198468,0.50008538228583976,-0.006028501501169431,1.109173213967629e-05,0.49999999960624997
2,25,2,0,2,-0.0059938536976800114,-0.00018849559452314852,0.50038389005869532,-0.0074579913724724493,0.00061807011836578622,0.49999999960624997
2,26,2,0,2,-0.0060077277236142285,-6.9469781964392457e-05,0.50038824299223639,-0.0061811732186328669,0.00070703630956071373,0.49999999960624997
2,27,2,0,2,0,0,0.49982649933841966,-9.9622131430488945e-05,-3.6986011203998803e-06,0
2,28,2,0,2,-0.00080577179536927635,-0.00023074635273912653,0.49983968889623709,-0.00023597413380489933,-3.0076326481429105e-05,0
2,29,2,0,2,-0.006024803324296904,0.00011071390807590587,0.50010208373505272,-0.0022499256667822889,0.00013245369947261054,0.49999999960624997
2,30,2,0,2,-0.0059473763317300851,0.00022811906760080149,0.50010110940603836,-0.0029932666335640221,0.00019130095737809717,0.49999999960624997
2,31,2,0,2,-0.0059504268658937404,-9.8735485808562726e-05,0.50008951821989167,-0.0021578346374608662,-0.00015869271931954077,0.49999999960624997
2,32,2,0,2,-0.006028501501169431,1.109173213967629e-05,0.50008932679810325,-0.002328516902759481,-0.00010755425726413356,0.49999999960624997
2,33,2,0,2,-0.0074579913724724493,0.00061807011836578622,0.49983969331220846,-0.00013894063728892974,-2.0964278230062305e-10,0
2,34,2,0,2,-0.0061811732186328669,0.00070703630956071373,0.49983969331225825,-0.00016951681126054695,-2.0974327136213944e-10,0
2,35,2,0,2,-9.9622131430488945e-05,-3.6986011203998803e-06,0.50004883108992904,-0.0021727304038562587,3.3720894668555226e-05,0.49999999960624997
2,36,2,0,2,-0.00023597413380489933,-3.0076326481429105e-05,0.50004881454166472,-0.0021879109639422953,7.7281414485358532e-05,0.49999999960624997
2,37,2,0,2,-0.0022499256667822889,0.00013245369947261054,0.50005342433913968,-0.0021745636292052964,-8.4757799305969884e-05,0.49999999960624997
2,38,2,0,2,-0.0029932666335640221,0.00019130095737809717,0.50005340920694419,-0.002188437697497457,-4.2934467836072961e-05,0.49999999960624997
2,39,2,0,2,-0.0021578346374608662,-0.00015869271931954077,0.49982466722329888,-9.9622175936229577e-05,3.6981768725269371e-06,0
2,40,2,0,2,-0.002328516902759481,-0.00010755425726413356,0.49982465578034496,-0.00023597410620639666,3.0075904162901734e-05,0
2,41,2,0,2,-0.00013894063728892974,-2.0964278230062305e-10,0.50005340823851785,-0.0021884379142441956,4.2935681102801019e-05,0.49999999960624997
2,42,2,0,2,-0.00016951681126054695,-2.0974327136213944e-10,0.5000534233706897,-0.0021745638389485678,8.4759011954577051e-05,0.49999999960624997
2,43,2,0,2,-0.0021727304038562587,3.3720894668555226e-05,0.5000488155174837,-0.0021879107788398341,-7.72802161083312e-05,0.49999999960624997
2,44,2,0,2,-0.0021879109639422953,7.7281414485358532e-05,0.50004883206576167,-0.0021727301730538259,-3.3719697187620569e-05,0.49999999960624997
2,45,2,0,2,-0.0021745636292052964,-8.4757799305969884e-05,0.50008932580911325,-0.0023285171083054501,0.00010755542939195812,0.49999999960624997
2,46,2,0,2,-0.002188437697497457,-4.2934467836072961e-05,0.5000895172308446,-0.0021578348746769324,0.00015869389009806546,0.49999999960624997
2,47,2,0,2,-9.9622175936229577e-05,3.6981768725269371e-06,0.50010111038914906,-0.0029932664621969245,-0.0001912997742686306,0.49999999960624997
2,48,2,0,2,-0.00023597410620639666,3.0075904162901734e-05,0.50010208471804274,-0.00224992550517851,-0.00013245251682902161,0.49999999960624997
2,49,2,0,2,-0.0021884379142441956,4.2935681102801019e-05,0.49990186417926513,-0.00024000795673674409,7.8591235977192031e-05,0
2,50,0,0,0,-0.0021745638389485678,8.4759011954577051e-05,0.499901856015596,0,0,0.00013127734409069193
2,51,2,0,2,-0.0021879107788398341,-7.72802161083312e-05,0.49985908690314157,-0.0009676974007975167,0.00029322135192501938,0.49999999960624997
2,52,2,0,2,-0.0021727301730538259,-3.3719697187620569e-05,0.49985926775267542,-0.00046156855542608261,0.00029437934990167788,0.49999999960624997
2,53,2,0,2,-0.0023285171083054501,0.00010755542939195812,0.49993411923857983,-7.665536250462818e-05,1.5707293641198383e-05,0
2,54,2,0,2,-0.0021578348746769324,0.00015869389009806546,0.49993411957927697,-6.7181970343674761e-05,1.4157682895754586e-05,0
2,55,2,0,2,-0.0029932664621969245,-0.0001912997742686306,0.50000224678468108,-0.00076998490042604756,-1.5854083085015194e-05,0.49999999960624997
2,56,2,0,2,-0.00224992550517851,-0.00013245251682902161,0.50000222006497352,-0.00083651475653773177,-6.9872890995064871e-06,0.49999999960624997
2,57,2,0,2,-0.00024000795673674409,7.8591235977192031e-05,0.50002677116107608,-0.00079894101078278185,-4.4862639707541488e-05,0.49999999960624997
2,58,2,0,2,0,0,0.50002677192959644,-0.00079701479801259911,-3.3189034636617173e-05,0.49999999960624997
2,59,2,0,2,-0.0009676974007975167,0.00029322135192501938,0.49994197129140072,-7.6655378290421588e-05,-1.5707741190369717e-05,0
2,60,2,0,2,-0.00046156855542608261,0.00029437934990167788,0.49994119650056473,-6.7181953007812035e-05,-1.4158129157774979e-05,0
2,61,2,0,2,-7.665536250462818e-05,1.5707293641198383e-05,0.50001549818635582,-0.00078540304886333401,8.908537123330932e-06,0.49999999960624997
2,62,2,0,2,-6.7181970343674761e-05,1.4157682895754586e-05,0.50001549842961768,-0.00078478332788702726,2.2319330636133277e-05,0.49999999960624997
