step,contact,mtype,p1,p2,p3,m4,m5,m6,m0_0,m0_2,o2,o3,o4,o5
1,62,0,100,91,90,91,97,100,2,2,0,0,0,0.49999999921249993
1,63,0,122,92,91,0,121,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,64,0,92,122,121,0,91,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,65,0,91,130,129,92,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,66,0,129,92,91,130,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,67,0,98,105,108,105,99,98,2,2,0,0,0,0.49999999921249993
1,68,0,108,99,98,99,105,108,2,2,0,0,0,0.49999999921249993
1,69,0,130,100,99,0,129,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,70,0,100,130,129,0,99,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,71,0,99,138,137,100,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,72,0,137,100,99,138,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,73,0,106,113,116,113,107,106,2,2,0,0,0,0.49999999921249993
1,74,0,116,107,106,107,113,116,2,2,0,0,0,0.49999999921249993
1,75,0,138,108,107,0,137,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,76,0,108,138,137,0,107,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,77,0,107,146,145,108,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,78,0,145,108,107,146,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,79,0,146,116,115,0,145,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,80,0,116,146,145,0,115,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,81,0,122,129,132,129,123,122,2,2,0,0,0,0.49999999921249993
1,82,0,132,123,122,123,129,132,2,2,0,0,0,0.49999999921249993
1,83,0,154,124,123,0,153,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,84,0,124,154,153,0,123,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,85,0,123,162,161,124,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,86,0,161,124,123,162,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,87,0,130,137,140,137,131,130,2,2,0,0,0,0.49999999921249993
1,88,0,140,131,130,131,137,140,2,2,0,0,0,0.49999999921249993
1,89,0,162,132,131,0,161,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,90,0,132,162,161,0,131,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,91,0,131,170,169,132,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,92,0,169,132,131,170,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,93,0,138,145,148,145,139,138,2,2,0,0,0,0.49999999921249993
1,94,0,148,139,138,139,145,148,2,2,0,0,0,0.49999999921249993
1,95,0,170,140,139,0,169,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,96,0,140,170,169,0,139,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,97,0,139,178,177,140,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,98,0,177,140,139,178,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,99,0,178,148,147,0,177,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,100,0,148,178,177,0,147,0,2,2,0.49999999960624997,0,0,0.49999999980312493
1,101,0,147,186,185,148,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,102,0,185,148,147,186,0,0,2,2,0.49999999960624997,0,0,0.50000000059062499
1,103,0,154,161,164,161,155,154,2,2,0,0,0,0.49999999921249993
1,104,0,164,155,154,155,161,164,2,2,0,0,0,0.49999999921249993
1,105,0,162,169,172,169,163,162,2,2,0,0,0,0.49999999921249993
1,106,0,172,163,162,163,169,172,2,2,0,0,0,0.49999999921249993
1,107,0,170,177,180,177,171,170,2,2,0,0,0,0.49999999921249993
1,108,0,180,171,170,171,177,180,2,2,0,0,0,0.49999999921249993
1,109,0,178,185,188,185,179,178,2,2,0,0,0,0.49999999921249993
1,110,0,188,179,178,179,185,188,2,2,0,0,0,0.49999999921249993
2,1,0,9,4,3,4,10,9,2,2,0,-0.032613227706609717,-0.00066709457988425977,1.000159462601077
2,2,0,3,42,41,42,4,3,2,2,0,-0.029720839983503927,-0.00096824455649095862,0.99969837103019787
2,3,0,10,17,20,17,11,10,0,0,0.0001012104620324507,-0.032713902591026564,-0.00020327849663703866,0.49951012968739078
2,4,0,20,11,10,11,17,20,2,2,0,-0.032896504783326855,0.00013959352465067761,0.49951002181007487
2,5,0,11,50,49,12,0,0,2,2,0.49999999960624997,-0.032847519173536774,-0.00017305639599878489,0.50038824399389414
2,6,0,49,12,11,50,0,0,2,2,0.49999999960624997,-0.032847519294899048,0.00017305692493060047,0.50038389106101289
2,7,0,18,25,28,25,19,18,2,2,0,-0.032896504665871865,-0.00013959301241701477,0.49956068617475319
2,8,0,28,19,18,19,25,28,2,2,0,-0.03271390275023206,0.00020327900318985138,0.49955943185119939
2,9,0,50,20,19,0,49,0,2,2,0.49999999960624997,-0.032613227669186819,0.00066709501941011266,0.50008538123016033
2,10,0,20,50,49,0,19,0,2,2,0.49999999960624997,-0.029720840175316461,0.00096824466712985954,0.50008561505584825
2,11,0,19,58,57,20,0,0,2,2,0.49999999960624997,0,0,0.50014597251075266
2,12,0,57,20,19,58,0,0,2,2,0.49999999960624997,-0.0008057716870345634,0.00023074616122415598,0.50014574081519336
2,13,0,26,33,36,33,27,26,2,2,0,-0.0061811731027117678,-0.00070703516408884349,0.49953621522872277
2,14,0,36,27,26,27,33,36,2,2,0,-0.0074579910807173813,-0.00061806896631449396,0.49953619625772144
2,15,0,58,28,27,0,57,0,2,2,0.49999999960624997,-0.0003126499206494625,-4.8985609790080931e-05,0.50012620386398843
2,16,0,28,58,57,0,27,0,2,2,0.49999999960624997,-0.0004166146575580591,-4.6477605654543508e-05,0.500126245489111
2,17,0,27,66,65,28,0,0,2,2,0.49999999960624997,-0.0060285017288847428,-1.1090696856704925e-05,0.50012624652702764
2,18,0,65,28,27,66,0,0,2,2,0.49999999960624997,-0.0059504269414876118,9.8736522945719874e-05,0.50012620490208759
2,19,0,41,35,34,34,41,44,0,0,0.99989878618561401,-0.0059473762099488958,-0.00022811799053607443,0.49951012801312866
2,20,0,44,35,34,35,41,44,2,2,0,-0.006024803127764343,-0.00011071282828719386,0.49962529601685346
2,21,0,66,36,35,0,65,0,2,2,0.49999999960624997,-0.00031264993734761524,4.8985370972823294e-05,0.50014573977893795
2,22,0,36,66,65,0,35,0,2,2,0.49999999960624997,-0.00041661466212395001,4.6477365949926241e-05,0.50014597147463491
2,23,0,35,74,73,36,0,0,2,2,0.49999999960624997,-0.0060077279332570108,6.9470855324537295e-05,0.50008561611115265
2,24,0,73,36,35,74,0,0,2,2,0.49999999960624997,-0.0059938538156034393,0.00018849666702198468,0.50008538228583976
2,25,0,74,44,43,0,73,0,2,2,0.49999999960624997,-0.0059938536976800114,-0.00018849559452314852,0.50038389005869532
2,26,0,44,74,73,0,43,0,2,2,0.49999999960624997,-0.0060077277236142285,-6.9469781964392457e-05,0.50038824299223639
2,27,0,50,57,60,57,51,50,2,2,0,0,0,0.49982649933841966
2,28,0,60,51,50,51,57,60,2,2,0,-0.00080577179536927635,-0.00023074635273912653,0.49983968889623709
2,29,0,82,52,51,0,81,0,2,2,0.49999999960624997,-0.006024803324296904,0.00011071390807590587,0.50010208373505272
2,30,0,52,82,81,0,51,0,2,2,0.49999999960624997,-0.0059473763317300851,0.00022811906760080149,0.50010110940603836
2,31,0,51,90,89,52,0,0,2,2,0.49999999960624997,-0.0059504268658937404,-9.8735485808562726e-05,0.50008951821989167
2,32,0,89,52,51,90,0,0,2,2,0.49999999960624997,-0.006028501501169431,1.109173213967629e-05,0.50008932679810325
2,33,0,58,65,68,65,59,58,2,2,0,-0.0074579913724724493,0.00061807011836578622,0.49983969331220846
2,34,0,68,59,58,59,65,68,2,2,0,-0.0061811732186328669,0.00070703630956071373,0.49983969331225825
2,35,0,90,60,59,0,89,0,2,2,0.49999999960624997,-9.9622131430488945e-05,-3.6986011203998803e-06,0.50004883108992904
2,36,0,60,90,89,0,59,0,2,2,0.49999999960624997,-0.00023597413380489933,-3.0076326481429105e-05,0.50004881454166472
2,37,0,59,98,97,60,0,0,2,2,0.49999999960624997,-0.0022499256667822889,0.00013245369947261054,0.50005342433913968
2,38,0,97,60,59,98,0,0,2,2,0.49999999960624997,-0.0029932666335640221,0.00019130095737809717,0.50005340920694419
2,39,0,66,73,76,73,67,66,2,2,0,-0.0021578346374608662,-0.00015869271931954077,0.49982466722329888
2,40,0,76,67,66,67,73,76,2,2,0,-0.002328516902759481,-0.00010755425726413356,0.49982465578034496
2,41,0,98,68,67,0,97,0,2,2,0.49999999960624997,-0.00013894063728892974,-2.0964278230062305e-10,0.50005340823851785
2,42,0,68,98,97,0,67,0,2,2,0.49999999960624997,-0.00016951681126054695,-2.0974327136213944e-10,0.5000534233706897
2,43,0,67,106,105,68,0,0,2,2,0.49999999960624997,-0.0021727304038562587,3.3720894668555226e-05,0.5000488155174837
2,44,0,105,68,67,106,0,0,2,2,0.49999999960624997,-0.0021879109639422953,7.7281414485358532e-05,0.50004883206576167
2,45,0,106,76,75,0,105,0,2,2,0.49999999960624997,-0.0021745636292052964,-8.4757799305969884e-05,0.50008932580911325
2,46,0,76,106,105,0,75,0,2,2,0.49999999960624997,-0.002188437697497457,-4.2934467836072961e-05,0.5000895172308446
2,47,0,75,114,113,76,0,0,2,2,0.49999999960624997,-9.9622175936229577e-05,3.6981768725269371e-06,0.50010111038914906
2,48,0,113,76,75,114,0,0,2,2,0.49999999960624997,-0.00023597410620639666,3.0075904162901734e-05,0.50010208471804274
2,49,0,82,89,92,89,83,82,2,2,0,-0.0021884379142441956,4.2935681102801019e-05,0.49990186417926513
2,50,0,92,83,82,83,89,92,0,0,0.00013127734409069193,-0.0021745638389485678,8.4759011954577051e-05,0.499901856015596
2,51,0,83,122,121,84,0,0,2,2,0.49999999960624997,-0.0021879107788398341,-7.72802161083312e-05,0.49985908690314157
2,52,0,121,84,83,122,0,0,2,2,0.49999999960624997,-0.0021727301730538259,-3.3719697187620569e-05,0.49985926775267542
2,53,0,90,97,100,97,91,90,2,2,0,-0.0023285171083054501,0.00010755542939195812,0.49993411923857983
2,54,0,100,91,90,91,97,100,2,2,0,-0.0021578348746769324,0.00015869389009806546,0.49993411957927697
2,55,0,122,92,91,0,121,0,2,2,0.49999999960624997,-0.0029932664621969245,-0.0001912997742686306,0.50000224678468108
2,56,0,92,122,121,0,91,0,2,2,0.49999999960624997,-0.00224992550517851,-0.00013245251682902161,0.50000222006497352
2,57,0,91,130,129,92,0,0,2,2,0.49999999960624997,-0.00024000795673674409,7.8591235977192031e-05,0.50002677116107608
2,58,0,129,92,91,130,0,0,2,2,0.49999999960624997,0,0,0.50002677192959644
2,59,0,98,105,108,105,99,98,2,2,0,-0.0009676974007975167,0.00029322135192501938,0.49994197129140072
2,60,0,108,99,98,99,105,108,2,2,0,-0.00046156855542608261,0.00029437934990167788,0.49994119650056473
2,61,0,130,100,99,0,129,0,2,2,0.49999999960624997,-7.665536250462818e-05,1.5707293641198383e-05,0.50001549818635582
2,62,0,100,130,129,0,99,0,2,2,0.49999999960624997,-6.7181970343674761e-05,1.4157682895754586e-05,0.50001549842961768
2,63,0,99,138,137,100,0,0,2,2,0.49999999960624997,-0.00076998490042604756,-1.5854083085015194e-05,0.50001549940725609
2,64,0,137,100,99,138,0,0,2,2,0.49999999960624997,-0.00083651475653773177,-6.9872890995064871e-06,0.50001549916398336
2,65,0,106,113,116,113,107,106,2,2,0,-0.00079894101078278185,-4.4862639707541488e-05,0.49994112356382731
2,66,0,107,113,116,116,107,106,0,0,0.99986871913577868,-0.00079701479801259911,-3.3189034636617173e-05,0.49990185425627659
2,67,0,138,108,107,0,137,0,2,2,0.49999999960624997,-7.6655378290421588e-05,-1.5707741190369717e-05,0.50002677094366876
2,68,0,108,138,137,0,107,0,2,2,0.49999999960624997,-6.7181953007812035e-05,-1.4158129157774979e-05,0.50002677017512354
2,69,0,107,146,145,108,0,0,2,2,0.49999999960624997,-0.00078540304886333401,8.908537123330932e-06,0.50000222106253456
2,70,0,145,108,107,146,0,0,2,2,0.49999999960624997,-0.00078478332788702726,2.2319330636133277e-05,0.50000224778225077
2,71,0,146,116,115,0,145,0,2,2,0.49999999960624997,-0.00078478312202904382,-2.2318135719337748e-05,0.4998592667612009
2,72,0,116,146,145,0,115,0,2,2,0.49999999960624997,-0.00078540284323824761,-8.9073425166087252e-06,0.49985908591163575
2,73,0,122,129,132,129,123,122,0,1,2.7031995731173634e-05,-1.7334951551601979e-05,3.1500000000000002e-13,0.49996585062058174
2,74,0,132,123,122,123,129,132,0,0,2.7681795286965187e-05,0,0,0.49996585029066332
2,75,0,154,124,123,0,153,0,2,2,0.49999999960624997,-0.0007970149994872347,3.3190212059708246e-05,0.50004967569591097
2,76,0,124,154,153,0,123,0,2,2,0.49999999960624997,-0.0007989412511868188,4.4863817288474291e-05,0.5000496700115159
2,77,0,123,162,161,124,0,0,2,2,0.49999999960624997,-0.00083651454050861357,6.9884434159323947e-06,0.49997705494876971
2,78,0,161,124,123,162,0,0,2,2,0.49999999960624997,-0.00076998462494380637,1.5855238301089612e-05,0.4999770625852144
2,79,0,130,137,140,137,131,130,2,2,0,-0.00046156874663495426,-0.00029437818304869001,0.49997936448552716
2,80,0,140,131,130,131,137,140,2,2,0,-0.00096769755446004385,-0.00029322018473959592,0.49997936448466018
2,81,0,162,132,131,0,161,0,2,2,0.49999999960624997,-1.7334951551601979e-05,3.1500000000000002e-13,0.50000505508018656
2,82,0,132,162,161,0,131,0,2,2,0.49999999960624997,0,0,0.50000505392404959
2,83,0,131,170,169,132,0,0,2,2,0.49999999960624997,-0.0002350026205097111,8.7889186694028467e-05,0.50000546903595045
2,84,0,169,132,131,170,0,0,2,2,0.49999999960624997,-0.00027921853564637916,9.9401826477839988e-05,0.50000546895664966
2,85,0,145,139,138,138,145,148,0,1,0.99997296437702665,-1.733497375861863e-05,-3.1500000000000002e-13,0.49996584880616779
2,86,0,139,145,148,148,139,138,0,0,0.99997231457219959,-0.00022753134026049643,5.7377560008401362e-05,0.49996584847624909
2,87,0,170,140,139,0,169,0,2,2,0.49999999960624997,-1.7815879639939655e-05,-2.0562508640242783e-10,0.50000546787755162
2,88,0,140,170,169,0,139,0,2,2,0.49999999960624997,-1.7257703784518647e-05,-2.0388939148130447e-10,0.50000546795684708
2,89,0,139,178,177,140,0,0,2,2,0.49999999960624997,-0.00025015050729998434,1.4329963946250819e-06,0.50000505499054482
2,90,0,177,140,139,178,0,0,2,2,0.49999999960624997,-0.00025922929352570345,7.8773472724171073e-06,0.5000050561466719
2,91,0,178,148,147,0,177,0,2,2,0.49999999960624997,-0.00025560753997651287,-8.628356021357236e-06,0.49997706148577548
2,92,0,148,178,177,0,147,0,2,2,0.49999999960624997,-0.00025622726250757594,-2.2578799241643528e-06,0.49997705384930208
2,93,0,147,186,185,148,0,0,2,2,0.49999999960624997,-1.733497375861863e-05,-3.1500000000000002e-13,0.50004967104792331
2,94,0,185,148,147,186,0,0,2,2,0.49999999960624997,0,0,0.50004967673228573
2,95,0,154,161,164,161,155,154,2,2,0,-0.00025622746352035181,2.2588713337182113e-06,0.49999759067090865
2,96,0,155,161,164,164,155,154,0,0,0.99999775695375615,-0.00025560774386590435,8.6293477631614126e-06,0.49999385641065708
2,97,0,162,169,172,169,163,162,0,1,6.0768334981333816e-06,-3.6908763187894347e-06,3.1500000000000002e-13,0.49999188695386804
2,98,0,172,163,162,163,169,172,0,0,6.1820012258924389e-06,-0.00025015029886850393,-1.4319790567178258e-06,0.49999188695294777
2,99,0,177,171,170,170,177,180,0,1,0.99999391960698891,-3.6908503904360368e-06,-3.1500000000000002e-13,0.49999188517412962
2,100,0,171,177,180,180,171,170,0,0,0.99999381444018187,-0.00028690886578832536,-4.8125450496395299e-05,0.49999188517320947
2,101,0,178,185,188,185,179,178,2,2,0,-0.00027921826418813439,-9.9400739665873937e-05,0.49999385906963156
2,102,0,188,179,178,179,185,188,0,0,2.2396610427569551e-06,-0.00023500250196095002,-8.7888109836192763e-05,0.49999385810278052
3,1,0,9,4,3,4,10,9,2,2,0,-0.043161845496193563,-0.0079782116796624676,0.99985729658370126
3,2,0,3,42,41,42,4,3,2,2,0,-0.043150727992322127,0.0075264795502988811,0.99631838968911157
3,3,0,17,11,10,10,17,20,0,0,0.99460166144258411,0,0,0.49705949855071152
3,4,0,20,11,10,11,17,20,2,2,0,-0.0054638546254759538,-0.0056627079055522628,0.4998826774498904
3,5,0,11,50,49,12,0,0,0,0,0.49688672223961472,0,0,0.5031196730103199
3,6,0,49,12,11,50,0,0,2,2,0.49999999960624997,-0.01110729604547854,-0.0062623388978892986,0.50309086378058632
3,7,0,18,25,28,25,19,18,2,2,0,-0.00037765527004721654,-0.00022731745560533915,0.49993253541839489
3,8,0,28,19,18,19,25,28,2,2,0,-0.00056978924389546764,-0.0002234319098106506,0.49993063277628441
3,9,0,50,20,19,0,49,0,2,2,0.49999999960624997,-0.0037936593871447802,-0.00076510278467905018,0.49958000889798687
3,10,0,20,50,49,0,19,0,2,2,0.49999999960624997,-0.002856754460995183,-0.00084692266038758636,0.4995815690902688
3,11,0,19,58,57,20,0,0,2,2,0.49999999960624997,-0.0032470406518331088,-0.00046976987800741773,0.50024826777669062
3,12,0,57,20,19,58,0,0,2,2,0.49999999960624997,-0.0033531809596304548,-0.00057071681108609518,0.50024809048946739
3,13,0,26,33,36,33,27,26,2,2,0,-0.00037803049246918513,0.00022571233767486239,0.49981959572675189
3,14,0,36,27,26,27,33,36,2,2,0,-0.00056756195202718989,0.00022221935695561606,0.49981955095251163
3,15,0,58,28,27,0,57,0,2,2,0.49999999960624997,-0.0034516885786537374,0.00012285776315504852,0.50006332936908737
3,16,0,28,58,57,0,27,0,2,2,0.49999999960624997,-0.0034705376159888603,9.9668085521169392e-05,0.50006329823049822
3,17,0,27,66,65,28,0,0,2,2,0.49999999960624997,-0.0034705538123795212,-9.9941581926334998e-05,0.50006344524285495
3,18,0,65,28,27,66,0,0,2,2,0.49999999960624997,-0.0034516787548183937,-0.00012314869554177677,0.50006347642634252
3,19,0,34,41,44,41,35,34,0,0,0.005432047865838301,0,0,0.49704552668599705
3,20,0,44,35,34,35,41,44,2,2,0,-0.0054430143779808492,0.0057067921481986179,0.49705745533059986
3,21,0,66,36,35,0,65,0,2,2,0.49999999960624997,-0.0033519191792466246,0.00056786748670357567,0.50024686539500995
3,22,0,36,66,65,0,35,0,2,2,0.49999999960624997,-0.0032483653236015041,0.00046729696732408788,0.50024703841150009
3,23,0,35,74,73,36,0,0,2,2,0.49999999960624997,-0.002853084328393742,0.00084386956046820887,0.4995830721266703
3,24,0,73,36,35,74,0,0,2,2,0.49999999960624997,-0.003793140232031542,0.0007625231525259221,0.49958150768566628
3,25,0,74,44,43,0,73,0,2,2,0.49999999960624997,-0.011108789857126548,0.0062641680994793402,0.50308064466814406
3,26,0,44,74,73,0,43,0,0,0,0.50310304735704581,0,0,0.50310941957133271
3,27,0,57,51,50,50,57,60,0,0,0.99955940140072252,0,0,0.49964350943222641
3,28,0,60,51,50,51,57,60,2,2,0,-0.00070561302574107562,-0.00049346116586580378,0.49989014490519518
3,29,0,82,52,51,0,81,0,2,2,0.49999999960624997,-0.0024224061244227748,-0.00032627728160947216,0.49984327865726613
3,30,0,52,82,81,0,51,0,2,2,0.49999999960624997,-0.0042705411398741462,-0.0003392296575570974,0.49984018643878941
3,31,0,51,90,89,52,0,0,2,2,0.49999999960624997,-0.0016909909388886169,-0.0006636049274090386,0.50033927041820703
3,32,0,89,52,51,90,0,0,2,2,0.49999999960624997,-0.002703715357628977,-0.00066391862720003821,0.50033815778034985
3,33,0,58,65,68,65,59,58,2,2,0,-0.00024604542371204946,-1.0225343985963299e-08,0.49989034734600496
3,34,0,68,59,58,59,65,68,2,2,0,-0.00022821131447457998,2.4373808862597049e-10,0.49989034200262117
3,35,0,90,60,59,0,89,0,2,2,0.49999999960624997,-0.002217508143689882,3.0222427930185065e-05,0.50002853161444871
3,36,0,60,90,89,0,59,0,2,2,0.49999999960624997,-0.0021847283547283057,4.1892031067258234e-05,0.50002856776481686
3,37,0,59,98,97,60,0,0,2,2,0.49999999960624997,-0.0022315986029726211,-0.00011420002553205553,0.50006709958028039
3,38,0,97,60,59,98,0,0,2,2,0.49999999960624997,-0.0022135367408573615,-0.00010739257473942659,0.50006711956701311
3,39,0,66,73,76,73,67,66,0,0,0.00044133809917697771,0,0,0.4996431642283849
3,40,0,76,67,66,67,73,76,2,2,0,-0.00070576272779162294,0.00049442122322466075,0.49964304921330521
3,41,0,98,68,67,0,97,0,2,2,0.49999999960624997,-0.0022134997854196606,0.00010716910065770375,0.50006701489701721
3,42,0,68,98,97,0,67,0,2,2,0.49999999960624997,-0.0022315977411080865,0.00011399375549438833,0.50006699487030326
3,43,0,67,106,105,68,0,0,2,2,0.49999999960624997,-0.0021847290693377429,-4.2157161385992247e-05,0.50002869880805723
3,44,0,105,68,67,106,0,0,2,2,0.49999999960624997,-0.0022175365935963071,-3.0464021173510545e-05,0.50002866262696943
3,45,0,106,76,75,0,105,0,2,2,0.49999999960624997,-0.0027035651811980533,0.00066392538887042945,0.5003381367909745
3,46,0,76,106,105,0,75,0,2,2,0.49999999960624997,-0.0016903088557077702,0.00066357345684547571,0.50033924980254341
3,47,0,75,114,113,76,0,0,2,2,0.49999999960624997,-0.0042708137560545142,0.0003393172899117256,0.49984014350002859
3,48,0,113,76,75,114,0,0,2,2,0.49999999960624997,-0.0024222357384831323,0.00032631917320893151,0.49984323650691059
3,49,0,82,89,92,89,83,82,2,2,0,-0.00033777081524974053,0.00028104686292031709,0.49979556909824796
3,50,0,92,83,82,83,89,92,0,0,0.00032167849775520906,0,0,0.49979554541481291
3,51,0,83,122,121,84,0,0,2,2,0.49999999960624997,-0.001465473447512855,0.00037925879840159353,0.49981905573846169
