step,contact,jj,block_i,block_j,mtype,q01,q02,b1,cs1,cs2,cs3,x1,y1,x2,y2,x3,y3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,o3,o4,o5,m0_0,m0_1,m0_2,k5,fric_ang,cohesion
1,61,0,12,13,0,1,1,1,0,0,0,4,3,4,3,4,4,-1,0,-0.49999999999999911,-1,-0,0.24999999999999956,1,0,0.49999999999999956,-1,0,-0.24999999999999978,0,1,1,0,-0.49999999999999911,0.5,0,-1,1,0,0.49999999999999956,0.5,0,1,-1,0,-0.49999999999999956,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,62,0,13,12,0,1,1,1,-0,0,0,4,4,4,4,4,3,1,0,-0.50000000000000044,-1,0,0.25000000000000022,-1,0,0.50000000000000089,-1,0,-0.25000000000000044,0,-1,1,-0,-0.50000000000000044,0.5,0,1,1,0,0.50000000000000089,0.5,0,-1,-1,0,-0.50000000000000089,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,63,0,16,12,0,1,1,2,-0,7.8750006515804216e-10,0.49999999960624997,3,4,2,4,4,4,0,1,0.99999999999999956,0,-0.50000000000000089,0.49999999999999978,0,-1,0,0,-0.50000000000000089,0,1,0,0.50000000000000089,0.99999999999999956,0,-0.25000000000000044,-1,0,0.50000000000000089,1.5750001303160843e-09,0,-0.25000000000000044,1,0,-0.50000000000000089,-7.8750006515804216e-10,0,0.25000000000000044,0,0,0.49999999980312493,2,0,2,0,30,0
1,64,0,12,16,0,1,1,2,0,7.8750017618034462e-10,0.49999999960624997,2,4,3,4,1,4,0,-1,1,-0,-0.50000000000000089,0.5,0,1,-4.4408920985006262e-16,0,-0.50000000000000089,-2.2204460492503131e-16,-1,0,0.50000000000000089,1,0,-0.25000000000000044,1,0,0.50000000000000089,1.5749997972491769e-09,0,-0.25000000000000044,-1,0,-0.50000000000000089,-7.8749962106883231e-10,-0,0.25000000000000044,0,0,0.49999999980312493,2,0,2,0,30,0
1,65,0,12,17,0,1,1,2,0,7.8749984311343724e-10,0.49999999960624997,4,4,5,4,3,4,0,-1,-1,0,-0.50000000000000089,-0.5,0,1,-8.8817841970012523e-16,0,-0.50000000000000089,-4.4408920985006262e-16,-1,0,0.50000000000000089,-1,0,-0.25000000000000044,1,0,0.50000000000000089,1.5749989090707572e-09,0,-0.25000000000000044,-1,0,-0.50000000000000089,-7.8749917697962246e-10,-0,0.25000000000000044,0,0,0.50000000059062499,2,0,2,0,30,0
1,66,0,17,12,0,1,1,2,-0,7.8750006515804216e-10,0.49999999960624997,3,4,2,4,4,4,0,1,-1.0000000000000009,0,-0.50000000000000089,-0.50000000000000044,0,-1,0,0,-0.50000000000000089,0,1,0,0.50000000000000089,-1.0000000000000009,0,-0.25000000000000044,-1,0,0.50000000000000089,1.5750001303160843e-09,0,-0.25000000000000044,1,0,-0.50000000000000089,-7.8750006515804216e-10,0,0.25000000000000044,0,0,0.50000000059062499,2,0,2,0,30,0
1,67,0,13,14,0,1,1,1,0,0,0,6,3,6,3,6,4,-1,0,-0.49999999999999956,-1,-0,0.24999999999999978,1,0,0.5,-1,0,-0.25,0,1,1,0,-0.49999999999999956,0.5,0,-1,1,0,0.5,0.5,0,1,-1,0,-0.5,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,68,0,14,13,0,1,1,1,-0,0,0,6,4,6,4,6,3,1,0,-0.5,-1,0,0.25,-1,0,0.50000000000000044,-1,0,-0.25000000000000022,0,-1,1,-0,-0.5,0.5,0,1,1,0,0.50000000000000044,0.5,0,-1,-1,0,-0.50000000000000044,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,69,0,17,13,0,1,1,2,-0,7.8750028720264709e-10,0.49999999960624997,5,4,4,4,6,4,0,1,0.99999999999999911,0,-0.50000000000000089,0.49999999999999956,0,-1,0,0,-0.50000000000000044,0,1,0,0.50000000000000089,0.99999999999999911,0,-0.25000000000000044,-0.99999999999999978,0,0.50000000000000033,1.5750003523606892e-09,0,-0.25000000000000017,1,0,-0.50000000000000044,-7.8750006515804216e-10,0,0.25000000000000022,0,0,0.49999999980312493,2,0,2,0,30,0
1,70,0,13,17,0,1,1,2,0,7.8749984311343724e-10,0.49999999960624997,4,4,5,4,3,4,0,-1,1,-0,-0.50000000000000044,0.5,0,1,-8.8817841970012523e-16,0,-0.50000000000000089,-4.4408920985006262e-16,-1,0,0.50000000000000044,1,0,-0.25000000000000022,1,0,0.50000000000000089,1.5749989090707572e-09,0,-0.25000000000000044,-1,0,-0.50000000000000089,-7.8749917697962246e-10,-0,0.25000000000000044,0,0,0.49999999980312493,2,0,2,0,30,0
1,71,0,13,18,0,1,1,2,0,7.8750028720264709e-10,0.49999999960624997,6,4,7,4,5,4,0,-1,-1,0,-0.50000000000000044,-0.5,0,1,8.8817841970012523e-16,0,-0.5,4.4408920985006262e-16,-1,0,0.50000000000000044,-1,0,-0.25000000000000022,0.99999999999999989,0,0.49999999999999994,1.5750013515614114e-09,0,-0.24999999999999997,-1,0,-0.5,-7.8750095333646186e-10,-0,0.25,0,0,0.50000000059062499,2,0,2,0,30,0
1,72,0,18,13,0,1,1,2,-0,7.8750028720264709e-10,0.49999999960624997,5,4,4,4,6,4,0,1,-0.99999999999999911,0,-0.5,-0.49999999999999956,0,-1,0,0,-0.50000000000000044,0,1,0,0.5,-0.99999999999999911,0,-0.25,-0.99999999999999978,0,0.50000000000000033,1.5750003523606892e-09,0,-0.25000000000000017,1,0,-0.50000000000000044,-7.8750006515804216e-10,0,0.25000000000000022,0,0,0.50000000059062499,2,0,2,0,30,0
1,73,0,14,15,0,1,1,1,0,0,0,8,3,8,3,8,4,-1,0,-0.5,-1,-0,0.25,1,0,0.49999999999999911,-1.0000000000000018,0,-0.24999999999999956,0,1,1,0,-0.5,0.5,0,-1,1.0000000000000018,0,0.49999999999999911,0.50000000000000089,0,1,-1.0000000000000018,0,-0.49999999999999911,-0.50000000000000089,0,0,0.49999999921249993,2,0,2,0,30,0
1,74,0,15,14,0,1,1,1,-0,0,0,8,4,8,4,8,3,1,0,-0.50000000000000089,-1.0000000000000018,0,0.25000000000000044,-1,0,0.5,-1,0,-0.25,0,-1,1.0000000000000018,-0,-0.50000000000000089,0.50000000000000089,0,1,1,0,0.5,0.5,0,-1,-1,0,-0.5,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,75,0,18,14,0,1,1,2,-0,7.8749984311343724e-10,0.49999999960624997,7,4,6,4,8,4,0,1,1.0000000000000009,0,-0.5,0.50000000000000044,0,-1,0,0,-0.5,0,1,0,0.5,1.0000000000000009,0,-0.25,-1,0,0.5,1.5749996862268745e-09,0,-0.25,1,0,-0.5,-7.8750006515804216e-10,0,0.25,0,0,0.49999999980312493,2,0,2,0,30,0
1,76,0,14,18,0,1,1,2,0,7.8750028720264709e-10,0.49999999960624997,6,4,7,4,5,4,0,-1,1,-0,-0.5,0.5,0,1,8.8817841970012523e-16,0,-0.5,4.4408920985006262e-16,-1,0,0.5,1,0,-0.25,0.99999999999999989,0,0.49999999999999994,1.5750013515614114e-09,0,-0.24999999999999997,-1,0,-0.5,-7.8750095333646186e-10,-0,0.25,0,0,0.49999999980312493,2,0,2,0,30,0
1,77,0,14,19,0,1,1,2,0,7.8749984311343724e-10,0.49999999960624997,8,4,9,4,7,4,0,-1,-1,0,-0.5,-0.5,0,1,-1.7763568394002505e-15,0,-0.5,-8.8817841970012523e-16,-1,0,0.5,-1,0,-0.25,1,0,0.5,1.5749980208923375e-09,0,-0.25,-1,0,-0.5,-7.8749828880120276e-10,-0,0.25,0,0,0.50000000059062499,2,0,2,0,30,0
1,78,0,19,14,0,1,1,2,-0,7.8749984311343724e-10,0.49999999960624997,7,4,6,4,8,4,0,1,-1.0000000000000018,0,-0.5,-0.50000000000000089,0,-1,0,0,-0.5,0,1,0,0.5,-1.0000000000000018,0,-0.25,-1,0,0.5,1.5749996862268745e-09,0,-0.25,1,0,-0.5,-7.8750006515804216e-10,0,0.25,0,0,0.50000000059062499,2,0,2,0,30,0
1,79,0,19,15,0,1,1,2,-0,7.8749984311343724e-10,0.49999999960624997,9,4,8,4,10,4,0,1,0.99999999999999822,0,-0.5,0.49999999999999911,0,-1,1.7763568394002505e-15,0,-0.50000000000000089,8.8817841970012523e-16,1,0,0.5,0.99999999999999822,0,-0.25,-1.0000000000000002,0,0.500000000000001,1.5750016846283188e-09,0,-0.2500000000000005,1,0,-0.50000000000000089,-7.8750184151488156e-10,0,0.25000000000000044,0,0,0.49999999980312493,2,0,2,0,30,0
1,80,0,15,19,0,1,1,2,0,7.8749984311343724e-10,0.49999999960624997,8,4,9,4,7,4,0,-1,1.0000000000000018,-0,-0.50000000000000089,0.50000000000000089,0,1,-1.7763568394002505e-15,0,-0.5,-8.8817841970012523e-16,-1,0,0.50000000000000089,1.0000000000000018,0,-0.25000000000000044,1,0,0.5,1.5749980208923375e-09,0,-0.25,-1,0,-0.5,-7.8749828880120276e-10,-0,0.25,0,0,0.49999999980312493,2,0,2,0,30,0
1,81,0,16,17,0,1,1,1,0,0,0,3,4,3,4,3,5,-1,0,-0.50000000000000089,-0.99999999999999956,-0,0.25000000000000044,1,0,0.50000000000000089,-1.0000000000000009,0,-0.25000000000000044,0,1,0.99999999999999956,0,-0.50000000000000089,0.49999999999999978,0,-1,1.0000000000000009,0,0.50000000000000089,0.50000000000000044,0,1,-1.0000000000000009,0,-0.50000000000000089,-0.50000000000000044,0,0,0.49999999921249993,2,0,2,0,30,0
1,82,0,17,16,0,1,1,1,-0,0,0,3,5,3,5,3,4,1,0,-0.49999999999999911,-1.0000000000000009,0,0.24999999999999956,-1,0,0.49999999999999911,-0.99999999999999956,0,-0.24999999999999956,0,-1,1.0000000000000009,-0,-0.49999999999999911,0.50000000000000044,0,1,0.99999999999999956,0,0.49999999999999911,0.49999999999999978,0,-1,-0.99999999999999956,0,-0.49999999999999911,-0.49999999999999978,0,0,0.49999999921249993,2,0,2,0,30,0
1,83,0,20,16,0,1,1,2,-0,7.8750028720264709e-10,0.49999999960624997,2,5,1,5,3,5,0,1,1,0,-0.49999999999999911,0.5,0,-1,4.4408920985006262e-16,0,-0.49999999999999911,2.2204460492503131e-16,1,0,0.49999999999999911,1,0,-0.24999999999999956,-0.99999999999999989,-1.1102230246251565e-16,0.49999999999999917,1.5750006854275966e-09,-5.5511151231257728e-17,-0.24999999999999947,1,0,-0.49999999999999911,-7.8750050924725201e-10,0,0.24999999999999956,0,0,0.49999999980312493,2,0,2,0,30,0
1,84,0,16,20,0,1,1,2,0,7.8750006515804216e-10,0.49999999960624997,1,5,2,5,0,5,0,-1,1.0000000000000004,-0,-0.49999999999999911,0.50000000000000022,0,1,0,0,-0.49999999999999911,0,-1,0,0.49999999999999911,1.0000000000000004,0,-0.24999999999999956,1,-1.1102230246251565e-16,0.499999999999999,1.5750001303160843e-09,5.5511151231257728e-17,-0.24999999999999961,-1,0,-0.49999999999999911,-7.8750006515804216e-10,-0,0.24999999999999956,0,0,0.49999999980312493,2,0,2,0,30,0
1,85,0,16,21,0,1,1,2,0,7.8750006515804216e-10,0.49999999960624997,3,5,4,5,2,5,0,-1,-0.99999999999999956,0,-0.49999999999999911,-0.49999999999999978,0,1,0,0,-0.49999999999999911,0,-1,0,0.49999999999999911,-0.99999999999999956,0,-0.24999999999999956,1,-1.1102230246251565e-16,0.499999999999999,1.5750001303160843e-09,5.5511151231257728e-17,-0.24999999999999961,-1,0,-0.49999999999999911,-7.8750006515804216e-10,-0,0.24999999999999956,0,0,0.50000000059062499,2,0,2,0,30,0
1,86,0,21,16,0,1,1,2,-0,7.8750028720264709e-10,0.49999999960624997,2,5,1,5,3,5,0,1,-1,0,-0.49999999999999911,-0.5,0,-1,4.4408920985006262e-16,0,-0.49999999999999911,2.2204460492503131e-16,1,0,0.49999999999999911,-1,0,-0.24999999999999956,-0.99999999999999989,-1.1102230246251565e-16,0.49999999999999917,1.5750006854275966e-09,-5.5511151231257728e-17,-0.24999999999999947,1,0,-0.49999999999999911,-7.8750050924725201e-10,0,0.24999999999999956,0,0,0.50000000059062499,2,0,2,0,30,0
1,87,0,17,18,0,1,1,1,0,0,0,5,4,5,4,5,5,-1,0,-0.50000000000000089,-0.99999999999999911,-0,0.25000000000000044,1,0,0.5,-0.99999999999999911,0,-0.25,0,1,0.99999999999999911,0,-0.50000000000000089,0.49999999999999956,0,-1,0.99999999999999911,0,0.5,0.49999999999999956,0,1,-0.99999999999999911,0,-0.5,-0.49999999999999956,0,0,0.49999999921249993,2,0,2,0,30,0
1,88,0,18,17,0,1,1,1,-0,0,0,5,5,5,5,5,4,1,0,-0.5,-0.99999999999999911,0,0.25,-1,0,0.49999999999999911,-0.99999999999999911,0,-0.24999999999999956,0,-1,0.99999999999999911,-0,-0.5,0.49999999999999956,0,1,0.99999999999999911,0,0.49999999999999911,0.49999999999999956,0,-1,-0.99999999999999911,0,-0.49999999999999911,-0.49999999999999956,0,0,0.49999999921249993,2,0,2,0,30,0
1,89,0,21,17,0,1,1,2,-0,7.8749984311343724e-10,0.49999999960624997,4,5,3,5,5,5,0,1,1,0,-0.49999999999999911,0.5,0,-1,8.8817841970012523e-16,0,-0.49999999999999911,4.4408920985006262e-16,1,0,0.49999999999999911,1,0,-0.24999999999999956,-1,-1.1102230246251565e-16,0.49999999999999928,1.5750006854275966e-09,-5.5511151231257728e-17,-0.24999999999999953,1,0,-0.49999999999999911,-7.8750095333646186e-10,0,0.24999999999999956,0,0,0.49999999980312493,2,0,2,0,30,0
1,90,0,17,21,0,1,1,2,0,7.8750006515804216e-10,0.49999999960624997,3,5,4,5,2,5,0,-1,1.0000000000000009,-0,-0.49999999999999911,0.50000000000000044,0,1,0,0,-0.49999999999999911,0,-1,0,0.49999999999999911,1.0000000000000009,0,-0.24999999999999956,1,-1.1102230246251565e-16,0.499999999999999,1.5750001303160843e-09,5.5511151231257728e-17,-0.24999999999999961,-1,0,-0.49999999999999911,-7.8750006515804216e-10,-0,0.24999999999999956,0,0,0.49999999980312493,2,0,2,0,30,0
1,91,0,17,22,0,1,1,2,0,7.8750028720264709e-10,0.49999999960624997,5,5,6,5,4,5,0,-1,-0.99999999999999911,0,-0.49999999999999911,-0.49999999999999956,0,1,0,0,-0.5,0,-1,0,0.49999999999999911,-0.99999999999999911,0,-0.24999999999999956,1,-1.1102230246251565e-16,0.49999999999999989,1.5750005744052942e-09,5.5511151231257827e-17,-0.25000000000000006,-1,0,-0.5,-7.8750006515804216e-10,-0,0.25,0,0,0.50000000059062499,2,0,2,0,30,0
1,92,0,22,17,0,1,1,2,-0,7.8749984311343724e-10,0.49999999960624997,4,5,3,5,5,5,0,1,-1,0,-0.5,-0.5,0,-1,8.8817841970012523e-16,0,-0.49999999999999911,4.4408920985006262e-16,1,0,0.5,-1,0,-0.25,-1,-1.1102230246251565e-16,0.49999999999999928,1.5750006854275966e-09,-5.5511151231257728e-17,-0.24999999999999953,1,0,-0.49999999999999911,-7.8750095333646186e-10,0,0.24999999999999956,0,0,0.50000000059062499,2,0,2,0,30,0
1,93,0,18,19,0,1,1,1,0,0,0,7,4,7,4,7,5,-1,0,-0.5,-1.0000000000000009,-0,0.25,1,0,0.5,-1.0000000000000018,0,-0.25,0,1,1.0000000000000009,0,-0.5,0.50000000000000044,0,-1,1.0000000000000018,0,0.5,0.50000000000000089,0,1,-1.0000000000000018,0,-0.5,-0.50000000000000089,0,0,0.49999999921249993,2,0,2,0,30,0
1,94,0,19,18,0,1,1,1,-0,0,0,7,5,7,5,7,4,1,0,-0.5,-1.0000000000000018,0,0.25,-1,0,0.5,-1.0000000000000009,0,-0.25,0,-1,1.0000000000000018,-0,-0.5,0.50000000000000089,0,1,1.0000000000000009,0,0.5,0.50000000000000044,0,-1,-1.0000000000000009,0,-0.5,-0.50000000000000044,0,0,0.49999999921249993,2,0,2,0,30,0
1,95,0,22,18,0,1,1,2,-0,7.8750028720264709e-10,0.49999999960624997,6,5,5,5,7,5,0,1,1,0,-0.5,0.5,0,-1,-8.8817841970012523e-16,0,-0.5,-4.4408920985006262e-16,1,0,0.5,1,0,-0.25,-0.99999999999999989,-1.1102230246251565e-16,0.5,1.574999575204572e-09,-5.5511151231257827e-17,-0.24999999999999992,1,0,-0.5,-7.8749917697962246e-10,0,0.25,0,0,0.49999999980312493,2,0,2,0,30,0
1,96,0,18,22,0,1,1,2,0,7.8750028720264709e-10,0.49999999960624997,5,5,6,5,4,5,0,-1,0.99999999999999911,-0,-0.5,0.49999999999999956,0,1,0,0,-0.5,0,-1,0,0.5,0.99999999999999911,0,-0.25,1,-1.1102230246251565e-16,0.49999999999999989,1.5750005744052942e-09,5.5511151231257827e-17,-0.25000000000000006,-1,0,-0.5,-7.8750006515804216e-10,-0,0.25,0,0,0.49999999980312493,2,0,2,0,30,0
1,97,0,18,23,0,1,1,2,0,7.8749984311343724e-10,0.49999999960624997,7,5,8,5,6,5,0,-1,-1.0000000000000009,0,-0.5,-0.50000000000000044,0,1,0,0,-0.5,0,-1,0,0.5,-1.0000000000000009,0,-0.25,1.0000000000000002,-1.1102230246251565e-16,0.5,1.5749999082714794e-09,5.5511151231257827e-17,-0.25000000000000011,-1,0,-0.5,-7.8750006515804216e-10,-0,0.25,0,0,0.50000000059062499,2,0,2,0,30,0
1,98,0,23,18,0,1,1,2,-0,7.8750028720264709e-10,0.49999999960624997,6,5,5,5,7,5,0,1,-1,0,-0.5,-0.5,0,-1,-8.8817841970012523e-16,0,-0.5,-4.4408920985006262e-16,1,0,0.5,-1,0,-0.25,-0.99999999999999989,-1.1102230246251565e-16,0.5,1.574999575204572e-09,-5.5511151231257827e-17,-0.24999999999999992,1,0,-0.5,-7.8749917697962246e-10,0,0.25,0,0,0.50000000059062499,2,0,2,0,30,0
1,99,0,23,19,0,1,1,2,-0,7.8749984311343724e-10,0.49999999960624997,8,5,7,5,9,5,0,1,1,0,-0.5,0.5,0,-1,1.7763568394002505e-15,0,-0.5,8.8817841970012523e-16,1,0,0.5,1,0,-0.25,-1,-1.1102230246251565e-16,0.50000000000000022,1.5750015736060163e-09,-5.5511151231257827e-17,-0.24999999999999997,1,0,-0.5,-7.8750184151488156e-10,0,0.25,0,0,0.49999999980312493,2,0,2,0,30,0
1,100,0,19,23,0,1,1,2,0,7.8749984311343724e-10,0.49999999960624997,7,5,8,5,6,5,0,-1,1.0000000000000018,-0,-0.5,0.50000000000000089,0,1,0,0,-0.5,0,-1,0,0.5,1.0000000000000018,0,-0.25,1.0000000000000002,-1.1102230246251565e-16,0.5,1.5749999082714794e-09,5.5511151231257827e-17,-0.25000000000000011,-1,0,-0.5,-7.8750006515804216e-10,-0,0.25,0,0,0.49999999980312493,2,0,2,0,30,0
1,101,0,19,24,0,1,1,2,0,7.8749984311343724e-10,0.49999999960624997,9,5,10,5,8,5,0,-1,-0.99999999999999822,0,-0.5,-0.49999999999999911,0,1,-1.7763568394002505e-15,0,-0.49999999999999911,-8.8817841970012523e-16,-1,0,0.5,-0.99999999999999822,0,-0.25,1,-1.1102230246251565e-16,0.499999999999999,1.5749979098700351e-09,5.5511151231257728e-17,-0.24999999999999961,-1,0,-0.49999999999999911,-7.8749828880120276e-10,-0,0.24999999999999956,0,0,0.50000000059062499,2,0,2,0,30,0
1,102,0,24,19,0,1,1,2,-0,7.8749984311343724e-10,0.49999999960624997,8,5,7,5,9,5,0,1,-1.0000000000000018,0,-0.49999999999999911,-0.50000000000000089,0,-1,1.7763568394002505e-15,0,-0.5,8.8817841970012523e-16,1,0,0.49999999999999911,-1.0000000000000018,0,-0.24999999999999956,-1,-1.1102230246251565e-16,0.50000000000000022,1.5750015736060163e-09,-5.5511151231257827e-17,-0.24999999999999997,1,0,-0.5,-7.8750184151488156e-10,0,0.25,0,0,0.50000000059062499,2,0,2,0,30,0
1,103,0,20,21,0,1,1,1,0,0,0,2,5,2,5,2,6,-1,0,-0.49999999999999911,-1,-0,0.24999999999999956,1,0,0.49999999999999911,-1,0,-0.24999999999999956,0,1,1,0,-0.49999999999999911,0.5,0,-1,1,0,0.49999999999999911,0.5,0,1,-1,0,-0.49999999999999911,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,104,0,21,20,0,1,1,1,-0,0,0,2,6,2,6,2,5,1,0,-0.50000000000000089,-1,0,0.25000000000000044,-1,0,0.50000000000000089,-1,0,-0.25000000000000044,0,-1,1,-0,-0.50000000000000089,0.5,0,1,1,0,0.50000000000000089,0.5,0,-1,-1,0,-0.50000000000000089,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,105,0,21,22,0,1,1,1,0,0,0,4,5,4,5,4,6,-1,0,-0.49999999999999911,-1,-0,0.24999999999999956,1,0,0.5,-1,0,-0.25,0,1,1,0,-0.49999999999999911,0.5,0,-1,1,0,0.5,0.5,0,1,-1,0,-0.5,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,106,0,22,21,0,1,1,1,-0,0,0,4,6,4,6,4,5,1,0,-0.5,-1,0,0.25,-1,0,0.50000000000000089,-1,0,-0.25000000000000044,0,-1,1,-0,-0.5,0.5,0,1,1,0,0.50000000000000089,0.5,0,-1,-1,0,-0.50000000000000089,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,107,0,22,23,0,1,1,1,0,0,0,6,5,6,5,6,6,-1,0,-0.5,-1,-0,0.25,1,0,0.5,-1,0,-0.25,0,1,1,0,-0.5,0.5,0,-1,1,0,0.5,0.5,0,1,-1,0,-0.5,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,108,0,23,22,0,1,1,1,-0,0,0,6,6,6,6,6,5,1,0,-0.5,-1,0,0.25,-1,0,0.5,-1,0,-0.25,0,-1,1,-0,-0.5,0.5,0,1,1,0,0.5,0.5,0,-1,-1,0,-0.5,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
1,109,0,23,24,0,1,1,1,0,0,0,8,5,8,5,8,6,-1,0,-0.5,-1,-0,0.25,1,0,0.49999999999999911,-1.0000000000000018,0,-0.24999999999999956,0,1,1,0,-0.5,0.5,0,-1,1.0000000000000018,0,0.49999999999999911,0.50000000000000089,0,1,-1.0000000000000018,0,-0.49999999999999911,-0.50000000000000089,0,0,0.49999999921249993,2,0,2,0,30,0
1,110,0,24,23,0,1,1,1,-0,0,0,8,6,8,6,8,5,1,0,-0.50000000000000089,-1.0000000000000018,0,0.25000000000000044,-1,0,0.5,-1,0,-0.25,0,-1,1.0000000000000018,-0,-0.50000000000000089,0.50000000000000089,0,1,1,0,0.5,0.5,0,-1,-1,0,-0.5,-0.5,0,0,0.49999999921249993,2,0,2,0,30,0
