step,m9,contact,m_i0,m0_0,m0_1,m0_2,o3,o4,tension_xlen,w0
2,2,91,0,2,2,2,-0.00037631084031258366,-8.5126979118278165e-05,0,3.1500000000000004
2,2,92,0,2,2,2,-0.00046418848360236381,-7.1185398936243134e-05,0,3.1500000000000004
2,2,93,0,2,2,2,-0.0005081131147323505,-0.00016071690048000039,0,3.1500000000000004
2,2,94,0,2,2,2,-0.00038430519917636956,-0.00014329232728701495,0,3.1500000000000004
2,2,95,0,2,2,2,-5.8166136251519316e-05,-7.9908115522753511e-06,0,3.1500000000000004
2,2,96,0,0,0,0,0.00014661948381544776,8.6293477631614126e-06,0,3.1500000000000004
2,2,97,0,0,1,1,-6.4387693323624456e-06,4.3467174578034399e-06,0,3.1500000000000004
2,2,98,0,0,0,0,6.5440708395989357e-06,-1.4319790567178258e-06,0,3.1500000000000004
2,2,99,0,0,1,1,-6.4390853467364366e-06,-4.3400573944591194e-06,0,3.1500000000000004
2,2,100,0,0,0,0,6.5425377632415072e-06,-4.8125450496395299e-05,0,3.1500000000000004
2,2,101,0,2,2,2,-5.8164170137159021e-05,7.9989393134311054e-06,0,3.1500000000000004
2,2,102,0,0,0,0,0.00014661636346283532,-8.7888109836192763e-05,0,3.1500000000000004
2,3,1,0,2,2,2,-0.043161845496193563,-0.0079782116796624676,0,3.1500000000000004
2,3,2,0,2,2,2,-0.043150727992322127,0.0075264795502988811,0,3.1500000000000004
2,3,3,0,0,0,0,0.0086584756109714077,-0.00020327849663703866,0,3.1500000000000004
2,3,4,0,2,2,2,-0.0054638546254759538,-0.0056627079055522628,0,3.1500000000000004
2,3,5,0,2,0,0,0.0028223366180884753,-0.00017305639599878489,0,3.1500000000000004
2,3,6,0,2,2,2,-0.01110729604547854,-0.0062623388978892986,0,3.1500000000000004
2,3,7,0,2,2,2,-0.00037765527004721654,-0.00022731745560533915,0,3.1500000000000004
2,3,8,0,2,2,2,-0.00056978924389546764,-0.0002234319098106506,0,3.1500000000000004
2,3,9,0,2,2,2,-0.0037936593871447802,-0.00076510278467905018,0,3.1500000000000004
2,3,10,0,2,2,2,-0.002856754460995183,-0.00084692266038758636,0,3.1500000000000004
2,3,11,0,2,2,2,-0.0032470406518331088,-0.00046976987800741773,0,3.1500000000000004
2,3,12,0,2,2,2,-0.0033531809596304548,-0.00057071681108609518,0,3.1500000000000004
2,3,13,0,2,2,2,-0.00037803049246918513,0.00022571233767486239,0,3.1500000000000004
2,3,14,0,2,2,2,-0.00056756195202718989,0.00022221935695561606,0,3.1500000000000004
2,3,15,0,2,2,2,-0.0034516885786537374,0.00012285776315504852,0,3.1500000000000004
2,3,16,0,2,2,2,-0.0034705376159888603,9.9668085521169392e-05,0,3.1500000000000004
2,3,17,0,2,2,2,-0.0034705538123795212,-9.9941581926334998e-05,0,3.1500000000000004
2,3,18,0,2,2,2,-0.0034516787548183937,-0.00012314869554177677,0,3.1500000000000004
2,3,19,0,0,0,0,0.008713184340673398,-0.00022811799053607443,0,3.1500000000000004
2,3,20,0,2,2,2,-0.0054430143779808492,0.0057067921481986179,0,3.1500000000000004
2,3,21,0,2,2,2,-0.0033519191792466246,0.00056786748670357567,0,3.1500000000000004
2,3,22,0,2,2,2,-0.0032483653236015041,0.00046729696732408788,0,3.1500000000000004
2,3,23,0,2,2,2,-0.002853084328393742,0.00084386956046820887,0,3.1500000000000004
2,3,24,0,2,2,2,-0.003793140232031542,0.0007625231525259221,0,3.1500000000000004
2,3,25,0,2,2,2,-0.011108789857126548,0.0062641680994793402,0,3.1500000000000004
2,3,26,0,2,0,0,0.0028529151588653889,-6.9469781964392457e-05,0,3.1500000000000004
