step,block,vidx,x,y
1,21,160,2,6
1,21,161,2,5
1,21,162,4,5
1,21,163,4,6
1,21,164,2,6
1,21,165,2,5
1,22,168,4,6
1,22,169,4,5
1,22,170,6,5
1,22,171,6,6
1,22,172,4,6
1,22,173,4,5
1,23,176,6,6
1,23,177,6,5
1,23,178,8,5
1,23,179,8,6
1,23,180,6,6
1,23,181,6,5
1,24,184,8,6
1,24,185,8,5
1,24,186,10,5
1,24,187,10,6
1,24,188,8,6
1,24,189,8,5
2,1,0,-4.9407649530658415e-05,0.99369196012160366
2,1,1,-4.9407654046813009e-05,-0.0057063600157698366
2,1,2,10.000049407657158,-0.0057063600197264164
2,1,3,10.000049407661674,0.99369196011764704
2,1,4,-4.9407649530658415e-05,0.99369196012160366
2,1,5,-4.9407654046813009e-05,-0.0057063600157698366
2,2,8,0.00035689402540809014,1.96322207270427
2,2,9,-0.001016658101388137,0.9639716166065696
2,2,10,1.9993022671322691,0.96107922981682725
2,2,11,2.0006758192590657,1.9603296859145278
2,2,12,0.00035689402540809014,1.96322207270427
2,2,13,-0.001016658101388137,0.9639716166065696
2,3,16,1.9998710464426839,1.9600994338385695
2,3,17,1.9997670816192472,0.96097805991267926
2,3,18,4.0001297071075808,0.96079545771989783
2,3,19,4.0002336719310163,1.9599168316457882
2,3,20,1.9998710464426839,1.9600994338385695
2,3,21,1.9997670816192472,0.96097805991267926
2,4,24,3.9998170620396341,1.9599633116343362
2,4,25,3.9998170619529505,0.96084444094648425
2,4,26,6.0001829382731193,0.96084444082433063
2,4,27,6.0001829383598038,1.9599633115121828
2,4,28,3.9998170620396341,1.9599633116343362
2,4,29,3.9998170619529505,0.96084444094648425
2,5,32,5.9997663284638394,1.9599168317633473
2,5,33,5.9998702931017762,0.96079545783655373
2,5,34,8.0002329185844605,0.96097805975109196
2,5,35,8.0001289539465219,1.9600994336778854
2,5,36,5.9997663284638394,1.9599168317633473
2,5,37,5.9998702931017762,0.96079545783655373
2,6,40,7.9993241810216071,1.9603296859454422
2,6,41,8.0006977330042108,0.96107922985178462
2,6,42,10.001016658224355,0.96397161641070916
2,6,43,9.9996431062417503,1.9632220725043663
2,6,44,7.9993241810216071,1.9603296859454422
2,6,45,8.0006977330042108,0.96107922985178462
2,7,48,1.0000499402430871,2.953971389654396
2,7,49,0.99989830000347169,1.9543183916042492
2,7,50,3.0000412548212116,1.9539796398377418
2,7,51,3.000192895060827,2.9536326378878885
2,7,52,1.0000499402430871,2.953971389654396
2,7,53,0.99989830000347169,1.9543183916042492
2,8,56,2.9999569339150911,2.9536627206012369
2,8,57,2.9999416456771608,1.9539833320506157
2,8,58,5.0000694701609492,1.9539555836931561
2,8,59,5.0000847583988781,2.9536349722437767
2,8,60,2.9999569339150911,2.9536627206012369
2,8,61,2.9999416456771608,1.9539833320506157
2,9,64,4.9999152418002266,2.9536349724535218
2,9,65,4.9999305297362682,1.9539555839027969
2,9,66,7.0000583542190915,1.9539833318325108
2,9,67,7.00004306628305,2.9536627203832362
2,9,68,4.9999152418002266,2.9536349724535218
2,9,69,4.9999305297362682,1.9539555839027969
2,10,72,6.9998071051648552,2.9536326380922313
2,10,73,6.9999587450304777,1.9539796400438598
2,10,74,9.0001016998470416,1.9543183912278812
2,10,75,8.9999500599814191,2.9539713892762531
2,10,76,6.9998071051648552,2.9536326380922313
2,10,77,6.9999587450304777,1.9539796400438598
2,11,80,-0.00032094749371402797,3.9503390714968321
2,11,81,0.0002287423098441777,2.9504042433214699
2,11,82,2.0002537127243407,2.9515521734280341
2,11,83,1.9997040229207825,3.9514870016033963
2,11,84,-0.00032094749371402797,3.9503390714968321
2,11,85,0.0002287423098441777,2.9504042433214699
2,12,88,2.0000043893865955,3.9513558978939516
2,12,89,2.0000138626219495,2.9514735033163548
2,12,90,4.0000545662495277,2.9514761160790659
2,12,91,4.0000450930141742,3.9513585106566627
2,12,92,2.0000043893865955,3.9513558978939516
2,12,93,2.0000138626219495,2.9514735033163548
2,13,96,3.9999779110583562,3.9513443529810299
2,13,97,3.9999779109015492,2.9514604087781624
2,13,98,6.0000220889351406,2.9514604085572858
2,13,99,6.0000220890919485,3.9513443527601533
2,13,100,3.9999779110583562,3.9513443529810299
2,13,101,3.9999779109015492,2.9514604087781624
2,14,104,5.9999549071534668,3.9513585108820481
2,14,105,5.9999454335713764,2.9514761163057397
2,14,106,7.9999861372000458,2.9514735030238826
2,14,107,7.9999956107821362,3.951355897600191
2,14,108,5.9999549071534668,3.9513585108820481
2,14,109,5.9999454335713764,2.9514761163057397
2,15,112,8.0002959772352522,3.9514870016792427
2,15,113,7.9997462871083416,2.9515521735027952
2,15,114,9.9997712575225197,2.9504042428332724
2,15,115,10.000320947649431,3.9503390710097199
2,15,116,8.0002959772352522,3.9514870016792427
2,15,117,7.9997462871083416,2.9515521735027952
2,16,120,0.9999280552978298,4.9504109258977893
2,16,121,0.99998591823615235,3.9504515478947684
2,16,122,3.0000088843547124,3.9505872203696204
2,16,123,2.9999510214163903,4.9505465983726422
2,16,124,0.9999280552978298,4.9504109258977893
2,16,125,0.99998591823615235,3.9504515478947684
2,17,128,2.9999912724421987,4.9505189200308024
2,17,129,2.9999915513782316,3.9505601894845648
2,17,130,5.0000089078247258,3.9505589498217359
2,17,131,5.0000086288886934,4.9505176803679722
2,17,132,2.9999912724421987,4.9505189200308024
2,17,133,2.9999915513782316,3.9505601894845648
2,18,136,4.9999913711849384,4.9505176805718625
2,18,137,4.9999910919451152,3.9505589500273603
2,18,138,7.0000084483923146,3.9505601892489026
2,18,139,7.0000087276321379,4.9505189197934047
2,18,140,4.9999913711849384,4.9505176805718625
2,18,141,4.9999910919451152,3.9505589500273603
2,19,144,7.000048978730856,4.9505465986174624
2,19,145,6.9999911153936489,3.950587220610926
2,19,146,9.0000140815115124,3.9504515474980222
2,19,147,9.0000719448487203,4.950410925504559
2,19,148,7.000048978730856,4.9505465986174624
2,19,149,6.9999911153936489,3.950587220610926
2,20,152,-8.0134739999427595e-05,5.950014841316059
2,20,153,2.7487999260213033e-05,4.9500196592133019
2,20,154,2.0000274207240221,4.9502437635180696
2,20,155,1.9999197979847625,5.9502389456208267
2,20,156,-8.0134739999427595e-05,5.950014841316059
2,20,157,2.7487999260213033e-05,4.9500196592133019
2,21,160,1.9999890646737606,5.950241186038296
2,21,161,1.999996915162829,4.9502512317990988
2,21,162,4.0000013828410772,4.9502681497087195
2,21,163,3.9999935323520086,5.9502581039479168
2,21,164,1.9999890646737606,5.950241186038296
2,21,165,1.999996915162829,4.9502512317990988
2,22,168,3.9999976921239755,5.9502519220414305
2,22,169,3.9999976919980087,4.950262072936888
2,22,170,6.0000023074923572,4.9502620727191209
2,22,171,6.0000023076183258,5.9502519218236634
2,22,172,3.9999976921239755,5.9502519220414305
2,22,173,3.9999976919980087,4.950262072936888
2,23,176,6.0000064673871689,5.9502581041386735
2,23,177,5.9999986166752199,4.9502681499003982
2,23,178,8.0000030843604204,4.9502512316113423
2,23,179,8.0000109350723694,5.9502411858496176
2,23,180,6.0000064673871689,5.9502581041386735
2,23,181,5.9999986166752199,4.9502681499003982
2,24,184,8.0000802018517359,5.9502389456672677
2,24,185,7.9999725789247158,4.9502437635624341
2,24,186,9.999972511668771,4.9500196589254344
2,24,187,10.000080134595791,5.950014841030268
2,24,188,8.0000802018517359,5.9502389456672677
2,24,189,7.9999725789247158,4.9502437635624341
3,1,0,-4.6860559123108518e-05,0.99440778420386478
3,1,1,-4.6266862846981968e-05,-0.005423534456560854
3,1,2,10.000045839476009,-0.005423352022470288
3,1,3,10.000045245779733,0.99440796663795539
3,1,4,-4.6860559123108518e-05,0.99440778420386478
3,1,5,-4.6266862846981968e-05,-0.005423534456560854
3,2,8,0.0063716677329866559,1.9507013493426586
3,2,9,-0.0079374250447640689,0.95128906500911958
3,2,10,1.9917771686993144,0.92140508340046756
3,2,11,2.0060862614770656,1.9208173677340066
3,2,12,0.0063716677329866559,1.9507013493426586
3,2,13,-0.0079374250447640689,0.95128906500911958
3,3,16,2.0007150783707894,1.9265412061918057
3,3,17,2.0005229859660085,0.92667613379200242
3,3,18,4.0003738566800582,0.92649728498757999
3,3,19,4.0005659490848373,1.9263623573873836
3,3,20,2.0007150783707894,1.9265412061918057
3,3,21,2.0005229859660085,0.92667613379200242
3,4,24,3.9999964982294141,1.9265858511678295
3,4,25,3.9999964346610626,0.92672456560010141
3,4,26,6.0000040149060663,0.92672455280240151
3,4,27,6.0000040784744177,1.92658583837013
3,4,28,3.9999964982294141,1.9265858511678295
3,4,29,3.9999964346610626,0.92672456560010141
3,5,32,5.9994368269095961,1.9263636531679185
3,5,33,5.999626245557101,0.9264988112729341
3,5,34,7.9994779354272572,0.92667240604083956
3,5,35,7.9992885167797505,1.9265372479358238
3,5,36,5.9994368269095961,1.9263636531679185
3,5,37,5.999626245557101,0.9264988112729341
3,6,40,7.9939347742962354,1.9207862828367082
3,6,41,8.0082789122609341,0.92136871966108047
3,6,42,10.007948256917377,0.95131815816666698
3,6,43,9.9936041189526783,1.950735721342294
3,6,44,7.9939347742962354,1.9207862828367082
3,6,45,8.0082789122609341,0.92136871966108047
3,7,48,1.0007413501529809,2.9244389295460311
3,7,49,0.99985038701813123,1.9247118307379154
3,7,50,2.9998747531701344,1.9226568100477828
3,7,51,3.0007657163049837,2.9223839088558985
3,7,52,1.0007413501529809,2.9244389295460311
3,7,53,0.99985038701813123,1.9247118307379154
3,8,56,3.0000605375259348,2.9228778084583062
3,8,57,3.0000694732716893,1.9230971120717648
3,8,58,5.0001231573392921,1.9231330803106352
3,8,59,5.0001142215935355,2.9229137766971762
3,8,60,3.0000605375259348,2.9228778084583062
3,8,61,3.0000694732716893,1.9230971120717648
3,9,64,4.9998860282445472,2.9229137758355099
3,9,65,4.9998771267808362,1.9231330901354309
3,9,66,6.9999308454170466,1.9230970444729933
3,9,67,6.9999397468807576,2.9228777301730728
3,9,68,4.9998860282445472,2.9229137758355099
3,9,69,4.9998771267808362,1.9231330901354309
3,10,72,6.9992343348626456,2.9223831475644095
3,10,73,7.0001258357328799,1.9226560003233644
3,10,74,9.0001501097567704,1.9247120628467387
3,10,75,8.9992586088865387,2.9244392100877845
3,10,76,6.9992343348626456,2.9223831475644095
3,10,77,7.0001258357328799,1.9226560003233644
3,11,80,-0.00041927669152524836,3.9192602977153852
3,11,81,0.00038508616846718593,2.9193478815604914
3,11,82,2.0004248907739091,2.9209889976610972
3,11,83,1.999620527913917,3.920901413815991
3,11,84,-0.00041927669152524836,3.9192602977153852
3,11,85,0.00038508616846718593,2.9193478815604914
3,12,88,2.000077694085824,3.9205801310426174
3,12,89,2.0000871516290255,2.9207079311320951
3,12,90,4.0001176408671721,2.9206782047635751
3,12,91,4.0001081833239702,3.9205504046740973
3,12,92,2.000077694085824,3.9205801310426174
3,12,93,2.0000871516290255,2.9207079311320951
3,13,96,3.9999800204071208,3.920553803051376
3,13,97,3.9999800236112719,2.92068217503506
3,13,98,6.0000200183760564,2.9206821724501046
3,13,99,6.0000200151719065,3.9205538004664207
3,13,100,3.9999800204071208,3.920553803051376
3,13,101,3.9999800236112719,2.92068217503506
3,14,104,5.9998918467887865,3.9205503482552655
3,14,105,5.9998823830037775,2.9206781367757162
3,14,106,7.9999128598536426,2.9207078410955218
3,14,107,7.9999223236386516,3.9205800525750711
3,14,108,5.9998918467887865,3.9205503482552655
3,14,109,5.9998823830037775,2.9206781367757162
3,15,112,8.0003794427974277,3.9209013427840542
3,15,113,7.9995751557636794,2.920988927709061
3,15,114,9.9996149584870473,2.9193479676332945
3,15,115,10.000419245520799,3.9192603827082877
3,15,116,8.0003794427974277,3.9209013427840542
3,15,117,7.9995751557636794,2.920988927709061
3,16,120,0.99989352009022059,4.9192734910539135
3,16,121,0.99998257095754639,3.9193348492326985
3,16,122,3.0000173235214871,3.919537145891471
3,16,123,2.9999282726541612,4.9194757877126856
3,16,124,0.99989352009022059,4.9192734910539135
3,16,125,0.99998257095754639,3.9193348492326985
3,17,128,2.9999895913925836,4.91942084309101
3,17,129,2.9999939554630961,3.9194792725543328
3,17,130,5.0000175737526478,3.9194841796301616
3,17,131,5.0000132096821357,4.9194257501668384
3,17,132,2.9999895913925836,4.91942084309101
3,17,133,2.9999939554630961,3.9194792725543328
3,18,136,4.999986799058413,4.9194257486731647
3,18,137,4.9999824288900694,3.9194841770695623
3,18,138,7.0000060465837519,3.9194792546496755
3,18,139,7.0000104167520956,4.9194208262532788
3,18,140,4.999986799058413,4.9194257486731647
3,18,141,4.9999824288900694,3.9194841770695623
3,19,144,7.0000717228300386,4.9194757630984389
3,19,145,6.9999826805075607,3.9195371194090449
3,19,146,9.0000174315180033,3.9193348416896105
3,19,147,9.0001064738404821,4.919273485379005
3,19,148,7.0000717228300386,4.9194757630984389
3,19,149,6.9999826805075607,3.9195371194090449
3,20,152,-0.00016344489772901607,5.9185317578580889
3,20,153,5.430125007569732e-05,4.9185401233405734
3,20,154,2.0000540918006382,4.9189904271307174
3,20,155,1.9998363456528336,5.9189820616482329
3,20,156,-0.00016344489772901607,5.9185317578580889
3,20,157,5.430125007569732e-05,4.9185401233405734
3,21,160,1.9999829210670033,5.9189821632867883
3,21,161,1.9999959315199705,4.9189983319539055
3,21,162,4.0000027465369179,4.9190253842163614
3,21,163,3.9999897360839505,5.9190092155492442
3,21,164,1.9999829210670033,5.9189821632867883
3,21,165,1.9999959315199705,4.9189983319539055
3,22,168,3.9999963062497916,5.9189987598473026
3,22,169,3.9999963049844096,4.9190150476659582
3,22,170,6.000003695080558,4.9190150448029124
3,22,171,6.0000036963459422,5.9189987569842568
3,22,172,3.9999963062497916,5.9189987598473026
3,22,173,3.9999963049844096,4.9190150476659582
3,23,176,6.0000102642731257,5.9190092102224527
3,23,177,5.9999972534073933,4.9190253784573059
3,23,178,8.0000040680737978,4.9189983252162373
3,23,179,8.0000170789395302,5.9189821569813841
3,23,180,6.0000102642731257,5.9190092102224527
3,23,181,5.9999972534073933,4.9190253784573059
3,24,184,8.0001636515370116,5.9189820561598046
3,24,185,7.9999459081172244,4.9189904215461313
3,24,186,9.9999456987759956,4.9185401237631572
3,24,187,10.000163442195783,5.9185317583768304
3,24,188,8.0001636515370116,5.9189820561598046
3,24,189,7.9999459081172244,4.9189904215461313
4,1,0,-9.0930624965799041e-05,0.99434833708957349
4,1,1,-9.1914181603544365e-05,-0.0054399422572477757
4,1,2,10.000092278914641,-0.0054418519520428223
4,1,3,10.00009326247128,0.99434642739477852
4,1,4,-9.0930624965799041e-05,0.99434833708957349
4,1,5,-9.1914181603544365e-05,-0.0054399422572477757
4,2,8,0.01404501776478006,1.9381646337358327
4,2,9,-0.018015002817360702,0.9392595213495315
4,2,10,1.9805316827570276,0.87317842286665059
4,2,11,2.0125917033391687,1.8720835352529517
4,2,12,0.01404501776478006,1.9381646337358327
4,2,13,-0.018015002817360702,0.9392595213495315
4,3,16,2.0021022234374888,1.885600488412335
4,3,17,2.001856447486583,0.8856395331343897
4,3,18,4.001356031755213,0.88557561977068044
4,3,19,4.001601807706118,1.8855365750486259
4,3,20,2.0021022234374888,1.885600488412335
4,3,21,2.001856447486583,0.8856395331343897
4,4,24,4.00009522691977,1.8860405195890249
4,4,25,4.0000957732844968,0.88609110054087337
4,4,26,5.9999121321260036,0.88609301879740976
4,4,27,5.9999115857612768,1.8860424378455616
4,4,28,4.00009522691977,1.8860405195890249
4,4,29,4.0000957732844968,0.88609110054087337
4,5,32,5.9984237025624028,1.8855502510215632
4,5,33,5.9986527494672854,0.88559161469682102
4,5,34,7.9981598750494669,0.8856297170566777
4,5,35,7.9979308281445824,1.8855883533814197
4,5,36,5.9984237025624028,1.8855502510215632
4,5,37,5.9986527494672854,0.88559161469682102
4,6,40,7.987377833402892,1.8720264997633957
4,6,41,8.0195229234136605,0.87311275979008718
4,6,42,10.017967881927904,0.93936162741639972
4,6,43,9.9858227919171334,1.938275367389708
4,6,44,7.987377833402892,1.8720264997633957
4,6,45,8.0195229234136605,0.87311275979008718
4,7,48,1.002057067881716,2.8884567662039249
4,7,49,0.99964934677238482,1.8887418856634228
4,7,50,2.9995555551315864,1.8833427224366492
4,7,51,3.0019632762409172,2.8830576029771517
4,7,52,1.002057067881716,2.8884567662039249
4,7,53,0.99964934677238482,1.8887418856634228
4,8,56,3.0003165246735071,2.8838833192809177
4,8,57,3.0003730038901808,1.8840072295606938
4,8,58,5.0003060158347585,1.884151590892498
4,8,59,5.0002495366180835,2.8840276806127214
4,8,60,3.0003165246735071,2.8838833192809177
4,8,61,3.0003730038901808,1.8840072295606938
4,9,64,4.999752197077826,2.8840270067051748
4,9,65,4.9996982335447511,1.8841511127534614
4,9,66,6.9996315309666199,1.8840106472536218
4,9,67,6.9996854944996949,2.8838865412053356
4,9,68,4.999752197077826,2.8840270067051748
4,9,69,4.9996982335447511,1.8841511127534614
4,10,72,6.998034236906995,2.8830579118273412
4,10,73,7.0004438657114747,1.8833430932971245
4,10,74,9.0003484561010048,1.8887473944054876
4,10,75,8.9979388272965259,2.8884622129357047
4,10,76,6.998034236906995,2.8830579118273412
4,10,77,7.0004438657114747,1.8833430932971245
4,11,80,-0.00035861620144231191,3.8811670210549525
4,11,81,0.00063230924760101993,2.8812838612174825
4,11,82,2.0006938386711575,2.8832570224527498
4,11,83,1.9997029132221145,3.8831401822902198
4,11,84,-0.00035861620144231191,3.8811670210549525
4,11,85,0.00063230924760101993,2.8812838612174825
4,12,88,2.0003053799258139,3.8823925772923702
4,12,89,2.0002029997357469,2.8825055631088587
4,12,90,4.0001973498827814,2.882181592395844
4,12,91,4.0002997300728484,3.8820686065793555
4,12,92,2.0003053799258139,3.8823925772923702
4,12,93,2.0002029997357469,2.8825055631088587
4,13,96,3.9999962779783971,3.8821280981840842
4,13,97,3.9999965569245668,2.8822361103025762
4,13,98,6.0000040165834738,2.8822366419099752
4,13,99,6.0000037376373072,3.8821286297914832
4,13,100,3.9999962779783971,3.8821280981840842
4,13,101,3.9999965569245668,2.8822361103025762
4,14,104,5.9997002127804828,3.8820689218682731
4,14,105,5.9998029470992282,2.8821819607175523
4,14,106,7.9997971970131738,2.8825066825640762
4,14,107,7.9996944626944284,3.882393643714797
4,14,108,5.9997002127804828,3.8820689218682731
4,14,109,5.9998029470992282,2.8821819607175523
4,15,112,8.0002969426404711,3.8831412331700763
4,15,113,7.9993057281829545,2.8832581421110564
4,15,114,9.9993672898428585,2.8812844551094594
4,15,115,10.000358504300381,3.8811675461684794
4,15,116,8.0002969426404711,3.8831412331700763
4,15,117,7.9993057281829545,2.8832581421110564
4,16,120,0.99991389557917754,4.8809306589002794
4,16,121,0.99999620615760265,3.8810110850975446
4,16,122,3.0000414770662189,3.8811878253858412
4,16,123,2.9999591664877934,4.8811073991885756
4,16,124,0.99991389557917754,4.8809306589002794
4,16,125,0.99999620615760265,3.8810110850975446
4,17,128,3.0000076138683944,4.8809734174610586
4,17,129,3.0000122645343748,3.8810358773646381
4,17,130,5.000032657133394,3.8810327060193019
4,17,131,5.0000280064674145,4.8809702461157221
4,17,132,3.0000076138683944,4.8809734174610586
4,17,133,3.0000122645343748,3.8810358773646381
4,18,136,4.9999719306599397,4.8809702575144476
4,18,137,4.9999673819139732,3.8810327295751144
4,18,138,6.9999877760978668,3.8810361236125406
4,18,139,6.9999923248438334,4.8809736515518756
4,18,140,4.9999719306599397,4.8809702575144476
4,18,141,4.9999673819139732,3.8810327295751144
4,19,144,7.0000408052503253,4.8811076764713039
4,19,145,6.9999584980530427,3.8811881321631918
4,19,146,9.000003779810962,3.8810114052847688
4,19,147,9.000086087008242,4.8809309495928801
4,19,148,7.0000408052503253,4.8811076764713039
4,19,149,6.9999584980530427,3.8811881321631918
4,20,152,-0.00030004493811704256,5.8796759523161457
4,20,153,9.8295663519804672e-05,4.8796886068709284
4,20,154,2.0000982598372778,4.8805048875713686
4,20,155,1.9996999192356411,5.8804922330165859
4,20,156,-0.00030004493811704256,5.8796759523161457
4,20,157,9.8295663519804672e-05,4.8796886068709284
4,21,160,1.9999990352799406,5.8804720713430276
4,21,161,1.9999994208195928,4.8804926688167942
4,21,162,4.000006683920744,4.8804903234366526
4,21,163,4.0000062983810905,5.880469725962886
4,21,164,1.9999990352799406,5.8804720713430276
4,21,165,1.9999994208195928,4.8804926688167942
4,22,168,3.9999957964059312,5.880454335015644
4,22,169,3.9999958175677177,4.88047411069366
4,22,170,6.00000418308188,4.8804741567833698
4,22,171,6.0000041619200957,5.8804543811053538
4,22,172,3.9999957964059312,5.880454335015644
4,22,173,3.9999958175677177,4.88047411069366
4,23,176,5.9999936693783775,5.880469788696403
4,23,177,5.9999933123556213,4.8804903912003361
4,23,178,8.0000005773970511,4.8804927991107485
4,23,179,8.0000009344198091,5.8804721966068154
4,23,180,5.9999936693783775,5.880469788696403
4,23,181,5.9999933123556213,4.8804903912003361
4,24,184,8.0003001131367668,5.880492359778092
4,24,185,7.9999017145917373,4.8805050179744267
4,24,186,9.9999016795893922,4.879688617560884
4,24,187,10.000300078134421,5.8796759593645493
4,24,188,8.0003001131367668,5.880492359778092
4,24,189,7.9999017145917373,4.8805050179744267
5,1,0,-0.00012910370812300109,0.99425857466741607
5,1,1,-0.00013377538052880805,-0.0054966849921215715
5,1,2,10.000136500660322,-0.0055026313455750963
5,1,3,10.000141172332729,0.99425262831396266
5,1,4,-0.00012910370812300109,0.99425857466741607
5,1,5,-0.00013377538052880805,-0.0054966849921215715
5,2,8,0.020413141701002904,1.9293429610715029
5,2,9,-0.026772339307532464,0.93110428644687271
5,2,10,1.9702873929533913,0.83427193923319976
5,2,11,2.0174728739619265,1.83251061385783
5,2,12,0.020413141701002904,1.9293429610715029
5,2,13,-0.026772339307532464,0.93110428644687271
5,3,16,2.0034219565449942,1.8519086720664215
5,3,17,2.0034689106690546,0.85191143509771994
5,3,18,4.0027221516186939,0.8526950972217725
5,3,19,4.0026751974946322,1.8526923341904742
5,3,20,2.0034219565449942,1.8519086720664215
5,3,21,2.0034689106690546,0.85191143509771994
5,4,24,4.000196442254464,1.8533293150454115
5,4,25,4.0002002561378394,0.85333213675986064
5,4,26,5.999827183528021,0.85334102878320051
5,4,27,5.9998233696446457,1.8533382070687519
5,4,28,4.000196442254464,1.8533293150454115
5,4,29,4.0002002561378394,0.85333213675986064
5,5,32,5.9973941605987813,1.8527271774766292
5,5,33,5.9973197283402895,0.85273523895980829
5,5,34,7.9965886868089626,0.85192231024845066
5,5,35,7.9966631190674526,1.8519142487652716
5,5,36,5.9973941605987813,1.8527271774766292
5,5,37,5.9973197283402895,0.85273523895980829
5,6,40,7.9823541188818963,1.8324676897365986
5,6,41,8.0296523069676358,0.83421692461144004
5,6,42,10.026536458900681,0.93128210386518617
5,6,43,9.9792382708149407,1.9295328689903444
5,6,44,7.9823541188818963,1.8324676897365986
5,6,45,8.0296523069676358,0.83421692461144004
5,7,48,1.003394352744903,2.8597332699877707
5,7,49,0.99935341095093555,1.8600655310650993
5,7,50,2.9991517306371946,1.8511685376138667
5,7,51,3.0031926724311617,2.8508362765365383
5,7,52,1.003394352744903,2.8597332699877707
5,7,53,0.99935341095093555,1.8600655310650993
5,8,56,3.0005184508510419,2.8518717696168481
5,8,57,3.0005473148598436,1.8519393864098916
5,8,58,5.0004086987161598,1.8520839083173393
5,8,59,5.0003798347073571,2.8520162915242953
5,8,60,3.0005184508510419,2.8518717696168481
5,8,61,3.0005473148598436,1.8519393864098916
5,9,64,4.9996193199854195,2.8520168231342318
5,9,65,4.99959525207775,1.8520849557589554
5,9,66,6.9994561920516896,1.8519502032850184
5,9,67,6.9994802599593591,2.8518820706602961
5,9,68,4.9996193199854195,2.8520168231342318
5,9,69,4.99959525207775,1.8520849557589554
5,10,72,6.9967949376033509,2.8508472944642538
5,10,73,7.0008328193957885,1.85118001741321
5,10,74,9.0006279049562057,1.8600769483974489
5,10,75,8.9965900231637708,2.8597442254484942
5,10,76,6.9967949376033509,2.8508472944642538
5,10,77,7.0008328193957885,1.85118001741321
5,11,80,-0.00020872467134142256,3.8503189296029081
5,11,81,0.00088581158634577762,2.8504661651327563
5,11,82,2.0009652988688127,2.8526088225399935
5,11,83,1.9998707626111256,3.8524615870101453
5,11,84,-0.00020872467134142256,3.8503189296029081
5,11,85,0.00088581158634577762,2.8504661651327563
5,12,88,2.0005530321972906,3.8512651959172968
5,12,89,2.000230287292156,2.8513633875550797
5,12,90,4.0001861405673536,2.8505417315294586
5,12,91,4.00050888547249,3.8504435398916756
5,12,92,2.0005530321972906,3.8512651959172968
5,12,93,2.000230287292156,2.8513633875550797
5,13,96,4.0000103768612236,3.8505721118896949
5,13,97,4.0000111259685518,2.8506560662868661
5,13,98,5.9999894357910879,2.850657739495928
5,13,99,5.9999886866837624,3.8505737850987569
5,13,100,4.0000103768612236,3.8505721118896949
5,13,101,4.0000111259685518,2.8506560662868661
5,14,104,5.9994901631467306,3.8504454603789244
5,14,105,5.9998134067085962,2.8505438671188514
5,14,106,7.9997690607936915,2.8513669513508648
5,14,107,7.9994458172318259,3.8512685446109378
5,14,108,5.9994901631467306,3.8504454603789244
5,14,109,5.9998134067085962,2.8505438671188514
5,15,112,8.0001289218406093,3.8524660817082519
5,15,113,7.9990319281766826,2.8526135083835293
5,15,114,9.9991115829396904,2.8504662043901097
5,15,115,10.000208576603624,3.8503187777148322
