step,contact,mtype,p1,p2,p3,m4,m5,m6,m0_0,m0_2,o2,o3,o4,o5
1,41,0,115,159,162,159,116,115,2,2,-0,0,0,0.53360223818920616
1,42,0,116,159,162,0,115,0,2,2,0.41509443247994732,0,0,0.53360223818920616
1,43,0,123,135,134,135,124,123,2,2,-0,0,0,0.71839673040441243
1,44,0,134,124,123,124,135,134,2,2,0,0,0,0.71839673040441243
1,45,0,125,171,170,0,124,0,2,2,0.99999974818526183,0,0,0.05592224520483946
1,46,0,125,170,169,126,0,0,2,2,0,0,0,0.66424769417176022
1,47,1,171,126,125,171,125,124,0,3,0,0,0,0
1,48,0,169,127,126,0,168,0,2,2,0.99999999697115383,0,0,0.50990195058707111
1,49,0,169,126,125,170,0,0,2,2,-0,0,0,0.66424769417176022
1,50,0,168,127,126,127,169,168,2,2,-0,0,0,0.50990195058707111
1,51,0,144,134,133,145,0,0,2,2,0.39672806989082837,0,0,0.77376521770473106
1,52,0,133,145,144,145,134,133,2,2,0,0,0,0.77376521839880463
1,53,0,160,167,172,167,161,160,2,2,-0,0,0,0.58106689099822839
1,54,0,161,167,172,0,160,0,2,2,0.37356152951684263,0,0,0.58106689099822839
2,1,0,56,45,44,0,55,0,0,1,1.0051268946096612,-0.00062953579170224529,3.1500000000000002e-13,0.37967571081027895
2,2,0,56,44,43,0,55,0,0,1,0.0019981719444870233,-0.00071805482608656708,3.1500000000000002e-13,0.0019473193026126371
2,3,0,55,45,44,45,56,55,0,1,0.0042769113924277296,-0.00041136510442793658,3.1500000000000002e-13,0.37967571081027895
2,4,0,38,94,93,94,39,38,2,2,-0,-0.0032254022742419729,0.0038748153752207609,1.4930432927647501
2,5,0,93,39,38,39,94,93,2,2,0,-0.00098269419114100048,0.00074777667049858376,1.4930440799761253
2,6,0,108,41,40,0,107,0,0,1,0.73541240603368008,-0.0027615998375148595,3.1500000000000002e-13,1.1834297741891897
2,7,0,107,42,41,0,106,0,0,0,1.0109316510032131,0,0,0.18073355348781039
2,8,0,107,41,40,108,0,0,0,1,0.0011017179146713238,-0.0017989617877045923,3.1500000000000002e-13,1.1834297741891897
2,9,0,42,107,106,0,41,0,0,1,1.0068085375397418,-0.00017274236088403837,3.1500000000000002e-13,0.18073356841125934
2,10,0,42,106,105,0,0,0,0,1,0.0013832428535094463,-0.0013725538193192167,3.1500000000000002e-13,0
2,11,0,39,154,153,40,0,0,0,1,0.11215876777529508,-0.00087884267659744551,3.1500000000000002e-13,0.90094372904905784
2,12,0,152,41,40,153,0,0,0,1,0.73546129536412808,-0.00076146014458973281,3.1500000000000002e-13,0.42633586104195847
2,13,0,40,154,153,0,39,0,0,1,1.0045979960144873,-0.00044699732913147704,3.1500000000000002e-13,0.90094372904905784
2,14,0,40,153,152,41,0,0,0,1,0.010783076590349524,-0.00094905449505556648,3.1500000000000002e-13,0.42633576966757358
2,15,0,42,162,161,162,43,42,2,2,0,-0.0018445549959662038,0.0010132645497492455,1.0489534277192856
2,16,0,161,43,42,43,162,161,2,2,-0,-0.002339834019310769,1.6160179843820647e-05,1.0489531805244208
2,17,0,43,167,172,44,0,0,0,0,0.37374708449620253,0,0,0.97357127849094416
2,18,0,172,45,44,167,0,0,0,1,1.0025882913737116,-0.00066790443552280899,3.1500000000000002e-13,0.00098693238947819453
2,19,0,172,44,43,167,0,0,0,1,0.0010047016142984849,-0.00071239518686855535,3.1500000000000002e-13,0.97357128506033896
2,20,0,90,60,59,59,90,89,0,0,0.9992273788458822,0,0,0.90474354220806119
2,21,0,60,90,89,89,60,59,0,1,0.99872659359255467,-0.0001257757158447932,-3.1500000000000002e-13,0.904743540109189
2,22,0,124,58,57,125,0,0,0,1,0.35398607302117102,-0.00052686613041206924,3.1500000000000002e-13,0.93177725215385643
2,23,0,57,125,124,125,58,57,0,1,0.058669875694862067,-0.0015597515532345704,3.1500000000000002e-13,0.93177696664543519
2,24,0,134,58,57,0,133,0,0,1,0.35493792627013593,-0.00011807917127021843,3.1500000000000002e-13,0.51194420400787077
2,25,0,58,134,133,0,57,0,0,1,0.39972190687365922,-0.0018785069224527844,3.1500000000000002e-13,0.51194334123778629
2,26,0,58,144,143,144,59,58,2,2,-0,-0.004490460440769505,0.0038642325196797996,1.1261428699601521
2,27,0,143,59,58,59,144,143,2,2,0,-0.00066727497553433,0.00092401913763709616,1.1261450555600689
2,28,0,56,172,171,172,57,56,2,2,0,-0.001145723917520007,0.0015703714748593364,0.51639882548690652
2,29,0,171,57,56,57,172,171,2,2,-0,0.00060132296232195763,0.0014154306517216537,0.51639905332342106
2,30,0,90,143,142,143,91,90,2,2,-0,-0.00013144872859094576,-0.00028099745362355686,0.41703007814579801
2,31,0,142,91,90,91,143,142,0,1,0.00038713142220409452,-0.0001808608195612835,3.1500000000000002e-13,0.41688962768952553
2,32,0,92,154,153,154,93,92,0,1,0.0068053713802624467,-0.0013400562759666825,3.1500000000000002e-13,0.10746953295357428
2,33,0,93,154,153,0,92,0,0,1,0.11271196630692448,-0.001393002423825077,3.1500000000000002e-13,0.10746953295357428
2,34,0,104,117,116,117,105,104,2,2,0,-0.0020398533115975614,0.0012872175978380343,0.70508888282804505
2,35,0,116,105,104,105,117,116,2,2,-0,-0.00028467591154369986,0.00015850736964183169,0.70508960436737078
2,36,0,108,152,151,152,109,108,2,2,-0,-0.0014630309724568398,-0.0013709366506750274,1.4699372127711399
2,37,0,151,109,108,109,152,151,2,2,0,-0.0084714160528191629,0.0059609576076930758,1.4692362746377787
2,38,0,105,159,162,106,0,0,0,0,0.41471634884900133,0,0,0.75330701680198309
2,39,0,162,107,106,0,0,0,0,1,1.0010715924751799,-0.00035566728289601856,3.1500000000000002e-13,0
2,40,0,162,106,105,159,0,0,0,1,0.00011154271151323693,-0.00050132903795304534,3.1500000000000002e-13,0.75330697711350247
2,41,0,115,159,162,159,116,115,0,1,2.2342156037574081e-05,-9.8942413491211759e-05,3.1500000000000002e-13,0.53389284255290692
2,42,0,116,159,162,0,115,0,0,0,0.41483163669748202,0,0,0.53389284255290692
2,43,0,123,135,134,135,124,123,2,2,-0,-0.0016996519399810617,0.0022606812394921935,0.71615042044441579
2,44,0,134,124,123,124,135,134,2,2,0,-0.0018813210109561457,0.0020675371977557501,0.71615030784706402
2,45,0,125,171,170,0,124,0,0,1,1.0442616579207069,-0.00034215020099119775,3.1500000000000002e-13,0.055901225283605256
2,46,0,125,170,169,126,0,0,0,1,0.0031497230084232774,-0.002671765774868007,3.1500000000000002e-13,0.66146833032818986
2,47,1,171,126,125,171,125,124,0,3,0,-0.00014972161520174546,0,0
2,48,0,169,127,126,0,168,0,0,1,1.004251639078876,-0.00093285731961455264,3.1500000000000002e-13,0.50735512805525618
2,49,0,169,126,125,170,0,0,0,1,0.0029977970949484722,-0.0019633138535719297,3.1500000000000002e-13,0.6614689490637734
2,50,0,168,127,126,127,169,168,0,1,0.0054957373946283019,-0.0019634788818545983,3.1500000000000002e-13,0.50735512805525618
2,51,0,144,134,133,145,0,0,0,1,0.39751740357852339,-0.00010133083679399646,3.1500000000000002e-13,0.77162884531899245
2,52,0,133,145,144,145,134,133,0,1,0.0039513667057393337,-0.0024395461257458741,3.1500000000000002e-13,0.77162788678354655
2,53,0,160,167,172,167,161,160,0,1,3.1716106332344377e-05,-6.4776585160203866e-05,3.1500000000000002e-13,0.58182314166690874
2,54,0,161,167,172,0,160,0,0,1,0.37429135875032993,-0.00086838777808836564,3.1500000000000002e-13,0.58182314166690874
