step,contact,jj,block_i,block_j,mtype,q01,q02,b1,cs1,cs2,cs3,x1,y1,x2,y2,x3,y3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,o3,o4,o5,m0_0,m0_1,m0_2,k5,fric_ang,cohesion
1,1,0,2,1,0,1,1,0.76251498466587531,0,4.1310666557780415e-09,0.99999999458231448,4.8977560000000002,4.167332,4.1362800000000002,4.1275399999999998,4.8977560000000002,4.167332,-0.052185203963482286,0.99863742393688104,1.5201535594199547,-0.080304795454278655,-0.31750895812917901,0.77666865714521671,0.052185203963482286,-0.99863742393688104,-1.0958029823137148,0.054367563428501776,-1.0602151434065654,-0.49249845680458054,0.99863742393688104,0.052185203963482286,0.39781375358345772,1.536745436855194,-0.016591877435239426,-0.11860208133745019,-0.99863742393688215,-0.052185203963482286,1.0058475799780648,-1.0403999397218071,-0.055403034329776585,-0.55729135298696075,0.99863742393688104,0.052185203963482286,-1.0058475799780635,1.0403999438416218,0.055403034341026697,0.55729135320224676,1.6912136717954044e-306,1.9582211764281057e-306,0.38125749130017106,2,0,2,0,10,0
1,2,0,2,1,0,1,1,1.9488230213975306,0,0,0,4.8977560000000002,4.167332,4.8977560000000002,4.167332,6.8411210000000002,4.3130839999999999,-0.074789756894127257,0.99719932423950097,1.5107536100763077,-0.11508963601370471,-0.31705172557844907,0.77915562327688415,0.074789756894127257,-0.99719932423950097,-1.1183031309543565,0.077917427602449491,-1.0586883679820274,-0.47975014216754974,0.99719932423950097,0.074789756894127257,0.43214136159215377,1.5345324283150381,-0.023778818238730279,-0.1009810447823722,-0.99719932423950097,-0.074789756894127257,0.98077094037957802,-1.038901707644728,-0.079401423309628572,-0.56830289779223853,0.99719932423950097,0.074789756894127257,-0.98077094037957802,1.038901707644728,0.079401423309628572,0.56830289779223853,1.1126102665782593e-306,1.3796191297027345e-306,0,2,0,2,0,10,0
1,3,0,2,1,0,1,1,0.76251498466587531,0,0,0,4.1362800000000002,4.1275399999999998,4.1362800000000002,4.1275399999999998,4.8977560000000002,4.167332,-0.052185203963482286,0.99863742393688104,0.75763857475407925,-0.040567015080982011,-0.35724673850247562,0.39748771844839387,0.052185203963482286,-0.99863742393688104,-0.3332879976478394,0.014629783055205134,-1.0204773630332689,-0.11331751810775777,0.99863742393688104,0.052185203963482286,0.39781375358345766,0.77630700582543355,-0.018668431071354328,-0.15833986171074682,-0.99863742393688104,-0.052185203963482286,1.0058475799780637,-0.27996151693167748,-0.05332648071616191,-0.51755357304423699,0.99863742393688104,0.052185203963482286,-1.0058475799780637,0.27996151693167748,0.05332648071616191,0.51755357304423699,0,0,0.38125749130017106,2,0,2,0,10,0
1,4,0,1,3,0,1,1,2.9862242496001534,0,-0,-0,2.5899999999999999,3.6400000000000001,2.5899999999999999,3.6400000000000001,0.211864,1.833898,0.60481124290710309,-0.79636885954510128,0.68498376862779042,-0.76565262420656655,-0.42552356429370053,0.66566051744420451,-0.60481124290710309,0.79636885954510128,1.5764067650403983,-0.97997071404729907,0.37665757445258047,0.50214657225621318,-0.79636885954510128,-0.60481124290710309,1.191176188500267,1.0081524017580996,-0.32316863313030925,0.17006452995643301,0.79636885954510128,0.60481124290710309,0.60331313959471866,1.2903499547764121,0.28605681026398594,0.67831414424993974,-0.79636885954510128,-0.60481124290710309,-0.60331313959471866,-1.2903499547764121,-0.28605681026398594,-0.67831414424993974,0,0,1.4931121245363657,2,0,2,0,45,1000
1,5,0,3,1,0,1,1,2.9862242496001534,0,0,0,0.211864,1.833898,0.211864,1.833898,2.5899999999999999,3.6400000000000001,-0.60481124290710309,0.79636885954510128,-1.4098174845597553,0.45835267591482731,-1.0616658155095462,0.1013852428931411,0.60481124290710309,-0.79636885954510128,3.6712080182279441,-2.2039760141686933,1.0127998256684261,1.0664218468072766,0.79636885954510128,0.60481124290710309,0.60331313959471877,-0.60352349938673655,-0.80629398517301876,-0.76000924571218675,-0.79636885954510128,-0.60481124290710309,1.1911761885002672,2.9020258559212486,0.76918216230669556,1.6083879199185598,0.79636885954510128,0.60481124290710309,-1.1911761885002672,-2.9020258559212486,-0.76918216230669556,-1.6083879199185598,0,0,1.4931121245363657,2,0,2,0,45,1000
1,6,0,4,1,0,1,1,3.2225610932921041,-3.9719960701140423e-07,7.1642084897313505e-10,0.73292410015419407,2.8412890000000002,2.301612,5.1500000000000004,2.7999999999999998,2,2.1200000000000001,0.21101229125351517,-0.97748340801260758,0.72297639415945947,-0.19435382648346899,-0.82149741996682557,0.53882732265986977,-0.21101229125351517,0.97748340801260758,-1.16146726619737,0.21410269526429823,-0.78595400710805419,-0.41106745699146474,-0.97748340801260758,-0.21101229125351517,1.0158512464502945,0.90031551973959945,-0.17733912558014003,-0.31357179674167829,0.97748340801260736,0.21101229125351523,0.57185051744454163,-0.99180092486751981,-0.16966633989700841,-0.50002871271867588,-0.97748340801260758,-0.21101229125351517,-0.57185091464414894,0.99180100747883515,0.16966625800211432,0.50002853195242603,0,0,1.180946344925621,2,0,2,0,10,0
1,7,0,4,1,0,1,1,0.36400549446402547,0,8.6537155127749091e-09,0.99999997622641557,5.1500000000000004,2.7999999999999998,5.5,2.7000000000000002,5.1500000000000004,2.7999999999999998,-0.2747211278973774,-0.96152394764082338,-0.96646585556439668,-0.38121855091263362,-1.2872967542043883,-0.85103200041202265,0.2747211278973774,0.96152394764082338,1.3282471301238328,0.35550658601684287,-0.29390927672707912,0.58014948599703675,-0.96152394764082338,0.2747211278973774,1.6685153051170218,-1.3342649281942209,0.36779907262982431,-0.45303910164587741,0.96152394764082338,-0.27472112789737863,-0.061597309289765388,1.2442730670601629,0.083974080371101129,-0.32470793594373604,-0.96152394764082338,0.2747211278973774,0.061597309289763751,-1.2442730590595579,-0.083974079717990119,0.32470793365784806,0,0,0.18200274506858388,2,0,2,0,10,0
1,8,0,4,1,0,1,1,3.2225610932921041,0,-0,-0,5.1500000000000004,2.7999999999999998,5.1500000000000004,2.7999999999999998,2,2.1200000000000001,0.21101229125351517,-0.97748340801260758,-1.6389162960499926,0.2928125714687253,-1.3086634207194128,-0.53695302863159944,-0.21101229125351517,0.97748340801260758,1.200425424012082,-0.273063305488289,-0.29878760915585989,0.66471289430000424,-0.97748340801260758,-0.21101229125351517,1.0158508492506877,-1.3564111766565958,-0.2825051193933969,-0.80073799609406904,0.97748340801260758,0.21101229125351517,0.57185091464414894,1.2649256063060452,-0.064500182293963371,-0.012862151833785435,-0.97748340801260758,-0.21101229125351517,-0.57185091464414894,-1.2649256063060452,0.064500182293963371,0.012862151833785435,0,0,1.180946344925621,2,0,2,0,10,0
1,9,0,1,4,0,1,1,0.36400549446402547,-0,8.6537155127749091e-09,0.99999997622641557,5.5,2.7000000000000002,5.1500000000000004,2.7999999999999998,5.5,2.7000000000000002,0.2747211278973774,0.96152394764082338,1.6922526245878582,0.45165898078092487,-0.39006167149116105,0.73468012043931197,-0.2747211278973774,-0.96152394764082338,-1.330471350028422,-0.47737094567671562,-1.1911443594403064,-1.0055626348542976,0.96152394764082338,-0.2747211278973774,-0.061597309289763785,1.580806432733241,0.11144619185461718,-0.42086032613604302,-0.96152394764082338,0.27472112789737863,1.6685153051170241,-1.6707982938672989,0.34032696114630945,-0.35688671145356859,0.96152394764082338,-0.2747211278973774,-1.6685153051170218,1.670798301867904,-0.34032696049319727,0.35688670916768245,0,0,0.18200274506858388,2,0,2,0,10,0
1,10,0,1,4,0,1,1,1.503787549803828,0,0,0,5.5,2.7000000000000002,5.5,2.7000000000000002,6.9622640000000002,3.0509430000000002,-0.23337272611798202,0.97238735630625173,1.5039941915909134,-0.3836795823723026,-0.39446863332765547,0.84666947067845133,0.23337272611798202,-0.97238735630625173,-1.9787793767226751,0.40552162774939504,-1.2046020460510967,-0.70028549387435723,0.97238735630625173,0.23337272611798202,0.77814821569995818,1.5986665664739081,-0.094672374882994709,-0.0053945254776764564,-0.97238735630625173,-0.23337272611798202,0.79908041830170151,-1.6896751822356948,-0.28910419448698038,-0.8050618369002458,0.97238735630625173,0.23337272611798202,-0.79908041830170151,1.6896751822356948,0.28910419448698038,0.8050618369002458,0,0,0,0,0,2,0,10,0
1,11,0,1,9,0,1,1,2.0254382241875462,-2.3698575168258298e-07,1.647474624943412e-10,0.105931981197912,0.211864,1.833898,0,1.8,2,2.1200000000000001,-0.15799050110667287,0.98744063191670528,-3.7992331828693895,0.57572883935142527,-1.25579960576864,-1.6986886545117124,0.15799050110667287,-0.98744063191670528,0.71604688237875558,-0.13136211947672188,-0.65603075692205282,0.46298832437918602,0.98744063191670528,0.15799050110667287,0.68007076641721464,-3.5983052459464071,-0.20092793692298244,-0.91576422256003265,-0.98744063191670528,-0.15799050110667276,0.78739240242727115,0.82101183983234627,-0.10496495712409581,-0.26233454382621191,0.98744063191670528,0.15799050110667287,-0.78739263941302284,-0.82101180270045493,0.10496492015695205,0.26233443127443867,0,0,0.90543976972269768,2,0,2,0,10,0
1,12,0,9,1,0,1,1,3.2225610932921041,-3.9719960701140423e-07,7.1642084897313505e-10,0.73292410015419407,2.8412890000000002,2.301612,5.1500000000000004,2.7999999999999998,2,2.1200000000000001,0.21101229125351517,-0.97748340801260758,-1.9963711402603224,0.37939391569588599,-1.1065978675285042,-0.759300951108135,-0.21101229125351517,0.97748340801260758,-1.16146726619737,0.21410269526429823,-0.78595400710805419,-0.41106745699146474,-0.97748340801260758,-0.21101229125351517,0.72720395183261832,-1.7574865212382962,-0.23888461902202618,-0.74299589161219504,0.97748340801260736,0.21101229125351523,0.57185051744454163,-0.99180092486751981,-0.16966633989700841,-0.50002871271867588,-0.97748340801260758,-0.21101229125351517,-0.57185091464414894,0.99180100747883515,0.16966625800211432,0.50002853195242603,0,0,0.4303342014760605,2,0,2,0,10,0
1,13,0,1,9,0,1,1,2.0254382241875462,0,1.5552190099351578e-09,0.99999999923215677,2,2.1200000000000001,0,1.8,2,2.1200000000000001,-0.15799050110667287,0.98744063191670528,-1.9883536427287583,0.29322033666454361,-0.97329086609600668,-0.83845028278901801,0.15799050110667287,-0.98744063191670528,-1.0948326577618757,0.15114662019591141,-0.93853925960893436,-0.39725004734350827,0.98744063191670528,0.15799050110667287,0.68007052943146307,-1.832627104153397,-0.15572653857536109,-0.63325560138027515,-0.98744063191670528,-0.15799050110667298,0.78739263941302307,-0.9446663731916477,-0.15016628145978997,-0.54484293941717521,0.98744063191670528,0.15799050110667287,-0.78739263941302295,0.94466637470804682,0.15016628149860969,0.54484293965979891,0,0,0.90543976972269768,2,0,2,0,10,0
1,14,0,1,9,0,1,1,0.86066840308274373,0,0,0,2,2.1200000000000001,2,2.1200000000000001,2.8412890000000002,2.301612,-0.21101274236337905,0.97748331063005178,-2.0221359331897606,0.39162624919154287,-0.96347623061734344,-0.80307898160294922,0.21101274236337905,-0.97748331063005178,-1.135703072782952,0.20187202776805607,-0.92907505827267367,-0.36728885283919299,0.97748331063005178,0.21101274236337905,0.57184998142580057,-1.8141469481978294,-0.20798898499193122,-0.6775512399044431,-0.97748331063005178,-0.21101274236337905,0.72720303050461765,-0.935140389230669,-0.20056268355228307,-0.5654735430203649,0.97748331063005178,0.21101274236337905,-0.72720303050461765,0.935140389230669,0.20056268355228307,0.5654735430203649,0,0,0.43033420245635839,2,0,2,0,10,0
1,15,0,1,10,0,1,1,2.0977715623244109,0,0,0,5.5,2.7000000000000002,5.5,2.7000000000000002,6.8411210000000002,4.3130839999999999,-0.76895121898432128,0.6393074556287659,0.73912141483714655,-1.2642046372437878,-0.25934802284557296,0.68150134967518405,0.76895121898432128,-0.6393074556287659,1.6599895934677737,-1.1659565736536381,0.57417538411985458,0.13938363986020338,0.6393074556287659,0.76895121898432128,1.523552660089361,1.0510620570937574,-0.31194064225661078,0.50242830719910747,-0.6393074556287659,-0.76895121898432128,0.59178118953378367,0.96937843659409018,0.69061115687368335,0.87006597888674642,0.6393074556287659,0.76895121898432128,-0.59178118953378367,-0.96937843659409018,-0.69061115687368335,-0.87006597888674642,0,0,1.0488857807868071,2,0,2,0,45,1000
1,16,0,10,1,0,1,1,2.0977715623244109,0,-0,-0,6.8411210000000002,4.3130839999999999,6.8411210000000002,4.3130839999999999,5.5,2.7000000000000002,0.76895121898432128,-0.6393074556287659,-0.43778196885663739,-0.13469994589816611,-0.45708124363561753,0.3308807668221026,-0.76895121898432128,0.6393074556287659,2.8368929771615581,-2.2954612649992598,0.7719086049098991,0.49000422271328498,-0.6393074556287659,-0.76895121898432128,0.59178118953378367,0.11198978239378388,-0.54977175125042133,-0.16119064886872569,0.6393074556287659,0.76895121898432128,1.523552660089361,1.9084507112940641,0.9284422658674939,1.5336849349545796,-0.6393074556287659,-0.76895121898432128,-1.523552660089361,-1.9084507112940641,-0.9284422658674939,-1.5336849349545796,0,0,1.0488857807868071,2,0,2,0,45,1000
1,17,0,1,11,0,1,1,3.1109568035831034,1.8654453843320285e-07,3.7824984783062265e-10,0.37356152951684263,6.8411210000000002,4.3130839999999999,8,4.4000000000000004,4.8977560000000002,4.167332,0.074789852347683053,-0.99719931708049803,-3.0671262462328772,0.22326150845548093,-1.2040321552447046,-1.4432608279080428,-0.074789852347683053,0.99719931708049803,-0.018802386254764492,-0.0012105665594062645,-0.4659441714277317,0.025544588661765313,-0.99719931708049803,-0.074789852347683053,0.98077064678922365,-2.9768239510244814,-0.090302295208396027,-0.7136468318500927,0.99719931708049803,0.07478985234768297,0.46715511107621516,0.016143368461522402,-0.03494575395978728,-0.23236661792008609,-0.99719931708049803,-0.074789852347683053,-0.46715492453167645,-0.016143381997952736,0.034945767874467452,0.23236671017712451,0,0,0.97441151054018582,2,0,2,0,10,0
1,18,0,11,1,0,1,1,0.76251498466587531,0,4.1310666557780415e-09,0.99999999458231448,4.8977560000000002,4.167332,4.1362800000000002,4.1275399999999998,4.8977560000000002,4.167332,-0.052185203963482286,0.99863742393688104,-1.956540130899018,0.1005700864600958,-0.61216971950792731,-0.946280275254336,0.052185203963482286,-0.99863742393688104,-1.0958029823137148,0.054367563428501776,-1.0602151434065654,-0.49249845680458054,0.99863742393688104,0.052185203963482286,0.51159963304783151,-1.9245503407038449,-0.031989790195173069,-0.3563699029840115,-0.99863742393688215,-0.052185203963482286,1.0058475799780648,-1.0403999397218071,-0.055403034329776585,-0.55729135298696075,0.99863742393688104,0.052185203963482286,-1.0058475799780635,1.0403999438416218,0.055403034341026697,0.55729135320224676,0,0,2.0655332021231032e-09,2,0,2,0,10,0
1,19,0,11,1,0,1,1,1.9488230213975306,0,0,0,4.8977560000000002,4.167332,4.8977560000000002,4.167332,6.8411210000000002,4.3130839999999999,-0.074789756894127257,0.99719932423950097,-1.967625362935441,0.14413304434788324,-0.61128815722389129,-0.93796618763269901,0.074789756894127257,-0.99719932423950097,-1.1183031309543565,0.077917427602449491,-1.0586883679820274,-0.47975014216754974,0.99719932423950097,0.074789756894127257,0.46715511287600803,-1.9217788691004196,-0.045846493835021492,-0.37771060078588725,-0.99719932423950097,-0.074789756894127257,0.98077094037957802,-1.038901707644728,-0.079401423309628572,-0.56830289779223853,0.99719932423950097,0.074789756894127257,-0.98077094037957802,1.038901707644728,0.079401423309628572,0.56830289779223853,0,0,0.9744115111028554,2,0,2,0,10,0
1,20,0,2,3,0,1,1,1.8085918349622172,0,0,0,0.83271399999999995,3.9178440000000001,0.83271399999999995,3.9178440000000001,2.6412599999999999,3.93072,-0.0071193509508843253,0.99997465709988775,-2.5301754869147062,0.017984902760033422,-0.56741579820476618,-1.261048008876267,0.0071193509508843253,-0.99997465709988775,0.13164540131553967,-0.00097530959243237675,-0.75079371019140706,0.071168000037727261,0.99997465709988775,0.0071193509508843253,0.54943089544473278,-2.5261357523336203,-0.0040397345810858588,-0.29270035048239984,-0.99997465709988775,-0.0071193509508843253,0.75176901978383937,0.1369907006954971,-0.0053452993799574201,-0.37490920029948738,0.99997465709988775,0.0071193509508843253,-0.75176901978383937,-0.1369907006954971,0.0053452993799574201,0.37490920029948738,0,0,0.90429591704568701,2,0,2,0,10,0
1,21,0,3,2,0,1,1,1.8085918349622172,0,-0,-0,2.6412599999999999,3.93072,2.6412599999999999,3.93072,0.83271399999999995,3.9178440000000001,0.0071193509508843253,-0.99997465709988775,-1.6769464336466775,0.011900364092385667,-0.76366938387622507,-0.83303624868053783,-0.0071193509508843253,0.99997465709988775,-0.72158365195248897,0.0051092290752153841,-0.55454012451994805,-0.35684376015800229,-0.99997465709988775,-0.0071193509508843253,0.75176901978383937,-1.6715094655038765,-0.0054369681428010066,-0.38778487398430533,0.99997465709988775,0.0071193509508843253,0.54943089544473267,-0.71763558613424672,-0.0039480658182422732,-0.27982467679758172,-0.99997465709988775,-0.0071193509508843253,-0.54943089544473267,0.71763558613424672,0.0039480658182422732,0.27982467679758172,0,0,0.90429591704568701,2,0,2,0,10,0
