step,idx,k,k1
1,1,-9,3
1,2,-10,3
2,1,-9,3
2,2,-10,3
3,1,-9,3
3,2,-10,3
4,1,-9,3
4,2,-10,3
5,1,-9,3
5,2,-10,3
6,1,-9,3
6,2,-10,3
7,1,-9,3
7,2,-10,3
8,1,-9,3
8,2,-10,3
9,1,-9,3
9,2,-10,3
10,1,-9,3
10,2,-10,3
11,1,-9,3
11,2,-10,3
12,1,-9,3
12,2,-10,3
13,1,-9,3
13,2,-10,3
14,1,-9,3
14,2,-10,3
15,1,-9,3
15,2,-10,3
16,1,-9,3
16,2,-10,3
17,1,-9,3
17,2,-10,3
18,1,-9,3
18,2,-10,3
19,1,-9,3
19,2,-10,3
20,1,-9,3
20,2,-10,3
