step	time	event	mr	n1	trigger_block	top_platen_block	contact_index	block_a	block_b	involves_top_pair	contact_state	previous_contact_state	contact_entry	contact_type	gap	area	normal_force	px	py	pz	nx	ny	nz	shear_dx	shear_dy	shear_dz	shear_norm	status_closed	pair_role
448	0.2240000000000002	retry_displacement	-1	450	538	641	230	44	641	0	2	2	230	2	-5.0248242882084952e-02	1.0000000000000000e+00	-1.2562060720521238e+03	2.8801686379100060	-1.4756279590021364	49.5762828860502935	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	4.3442072007813508e-03	-2.7778658043172313e-03	-2.8688612818683623e-08	5.1564207189618069e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	231	50	641	0	2	2	231	2	-4.8065788728585711e-02	1.0000000000000000e+00	-1.2016447182146428e+03	-0.4383048082565281	-3.5697167429266203	49.5758040945951137	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.0881480729406550e-03	-5.0525589345642129e-03	-9.0887276177342713e-10	5.1684057518629417e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	232	50	641	0	2	2	232	2	-4.5333738499744987e-02	1.0000000000000000e+00	-1.1333434624936247e+03	-1.5778847284269191	-2.2264874818077560	49.5752771428972068	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.8398272565766278e-03	-2.5749034447233505e-03	6.8673082151415876e-09	3.1646630284656876e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	233	57	641	0	2	2	233	2	-5.0328855476212755e-02	1.0000000000000000e+00	-1.2582213869053189e+03	1.5967992903909376	2.7032724163508219	49.5764442871596458	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.3838311282628022e-03	4.4170459093954674e-03	-1.3079289866435584e-08	5.5642257026902323e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	234	64	641	0	2	2	234	2	-4.7505545286897440e-02	1.0000000000000000e+00	-1.1876386321724360e+03	0.6582693240538944	1.0131990740588321	49.5757971716552746	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	1.1591038425243058e-03	1.8496132360657609e-03	-4.0062170594823421e-09	2.1827942735861109e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	235	64	641	0	2	2	235	2	-4.8131352215364097e-02	1.0000000000000000e+00	-1.2032838053841024e+03	1.5968010455135002	2.7031913549536766	49.5759951868543851	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.3936322358299061e-03	4.0068493370462701e-03	-1.3712829934064974e-08	5.2508648203929290e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	236	67	641	0	2	2	236	2	-4.7695427840904366e-02	1.0000000000000000e+00	-1.1923856960226092e+03	0.6583031527992332	1.0132517103198935	49.5758351360749785	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	1.3357525900002105e-03	2.0956386444420509e-03	-4.6672641307310414e-09	2.4851431165614931e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	237	76	641	0	2	2	237	2	-5.0060213732159770e-02	1.0000000000000000e+00	-1.2515053433039943e+03	2.8801591005458604	-1.4755557253023937	49.5762480829676591	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	4.2996812898866933e-03	-2.4265572320709382e-03	-2.7939949125144192e-08	4.9371488934301048e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	238	78	641	0	2	2	238	2	-4.9110367883459370e-02	1.0000000000000000e+00	-1.2277591970864842e+03	-1.5779325358585723	-2.2265414277137254	49.5760340408395876	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-2.0695836244435445e-03	-2.8495636780175191e-03	7.7909263762609982e-09	3.5218162265658196e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	239	80	641	0	2	2	239	2	-5.0406640958943962e-02	1.0000000000000000e+00	-1.2601660239735991e+03	1.5967960508994339	2.7032017934173851	49.5764592878304526	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.3762692504758513e-03	4.0696339038469916e-03	-1.3525388177504372e-08	5.2878269793207693e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	240	82	641	0	2	2	240	2	-4.8947234396078849e-02	1.0000000000000000e+00	-1.2236808599019712e+03	2.6577492667403662	0.6214913908442270	49.5760780871011733	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	4.1042041014194893e-03	3.9963562932497610e-04	-2.2845206809618546e-08	4.1236149120470050e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	241	82	641	0	2	2	241	2	-4.5940234912809866e-02	1.0000000000000000e+00	-1.1485058728202466e+03	0.6582850821743407	1.0131794219295998	49.5754801714190094	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	1.2314800751386660e-03	1.7470630501129972e-03	-4.5634202250344202e-09	2.1374687077369081e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	242	82	641	0	2	2	242	2	-4.7184712063970319e-02	1.0000000000000000e+00	-1.1796178015992580e+03	1.5968345617739232	2.7032264118944553	49.5758030756906720	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.5483609258138388e-03	4.1698352516412992e-03	-1.4365794352710903e-08	5.4752526230192585e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	243	84	641	0	2	2	243	2	-4.8309802907350964e-02	1.0000000000000000e+00	-1.2077450726837742e+03	2.8801573238874809	-1.4755941409683815	49.5758897188460281	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	4.2797373804581620e-03	-2.6045434392231040e-03	-2.8076841566970767e-08	5.0099699174026300e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	244	84	641	0	2	2	244	2	-4.7406342033704738e-02	1.0000000000000000e+00	-1.1851585508426185e+03	2.6576677905694210	0.6215928433590875	49.5757713450812929	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.6934015311751206e-03	8.9339585950373105e-04	-1.9806914747233506e-08	3.7999172402379306e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	245	88	641	0	2	2	245	2	-4.8348935988863639e-02	1.0000000000000000e+00	-1.2087233997215910e+03	2.6576646709511023	0.6214772373726234	49.5759562375681497	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.6752156224028028e-03	3.4733176356404097e-04	-2.0472162409745920e-08	3.6915916926920883e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	246	91	641	0	2	2	246	2	-4.8411361217414871e-02	1.0000000000000000e+00	-1.2102840304353717e+03	2.6576947981753918	0.6214521123967003	49.5759677375432233	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.8286332113714196e-03	2.2401232194571084e-04	-2.1520825302379087e-08	3.8351810632697493e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	247	91	641	0	2	2	247	2	-4.8260167004994588e-02	1.0000000000000000e+00	-1.2065041751248648e+03	1.5968328611954221	2.7032118726064924	49.5760237215506834	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.5359654330492469e-03	4.1066568669201782e-03	-1.4384065750994157e-08	5.4191957121466558e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	248	92	641	0	2	2	248	2	-4.7660359480949266e-02	1.0000000000000000e+00	-1.1915089870237316e+03	2.6576571682715029	0.6215627127527213	49.5758210916915445	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.6356412511059904e-03	7.5373492928255048e-04	-1.9674154978777114e-08	3.7129508010140901e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	249	97	641	0	2	2	249	2	-4.7893153213870623e-02	1.0000000000000000e+00	-1.1973288303467657e+03	-0.4383581054780749	-3.5696712899694534	49.5757695124148583	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.3575719785649597e-03	-4.8214904821718002e-03	9.5315474957224922e-10	5.0089691700647299e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	250	98	641	0	2	2	250	2	-4.7392047724145361e-02	1.0000000000000000e+00	-1.1848011931036340e+03	-1.5779672200643220	-2.2264904665217600	49.5756906156025536	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-2.2473977187993485e-03	-2.5952217925062069e-03	9.1632389315199347e-09	3.4330704418708935e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	251	107	641	0	2	2	251	2	-4.6703007675986535e-02	1.0000000000000000e+00	-1.1675751918996634e+03	-3.2379906636259266	-1.6371031548746557	49.5755431526612256	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-4.6896275167144169e-03	-1.6937510075446382e-03	2.4361740964817802e-08	4.9861206084166280e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	252	107	641	0	2	2	252	2	-4.4069373729406801e-02	1.0000000000000000e+00	-1.1017343432351699e+03	-1.5779746056587911	-2.2264423774651179	49.5750218422962377	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-2.2754302216360244e-03	-2.3694852181629219e-03	9.6410029612470360e-09	3.2851244866397536e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	253	118	641	0	2	2	253	2	-5.0279051232151949e-02	1.0000000000000000e+00	-1.2569762808037988e+03	0.9896876017349043	-2.5382763176038905	49.5762759459887903	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	7.2396048542884225e-04	-3.1520945511026828e-03	-8.5678372868658315e-09	3.2341643192062759e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	254	118	641	0	2	2	254	2	-4.5977054705852054e-02	1.0000000000000000e+00	-1.1494263676463013e+03	-0.4382897969065013	-3.5696135708990298	49.5753839037918169	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.0227968461302328e-03	-4.5302137635548504e-03	-5.4602950633197977e-10	4.6442383801820562e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	255	127	641	0	2	2	255	2	-4.6796331151963723e-02	1.0000000000000000e+00	-1.1699082787990931e+03	-0.4394873743341705	-0.5051612638021311	49.5756037864505785	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-4.6988845462167457e-04	-3.6799599052556703e-04	2.1617551013153324e-09	5.9683851152075623e-04	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	256	127	641	0	2	2	256	2	-4.4324745067823031e-02	1.0000000000000000e+00	-1.1081186266955758e+03	0.6583398336844496	1.0131953855237583	49.5751535386258197	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	1.5137763432466187e-03	1.7959064007165978e-03	-6.1046913218953947e-09	2.3487866266532634e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	257	127	641	0	2	2	257	2	-4.7160566370614714e-02	1.0000000000000000e+00	-1.1790141592653679e+03	1.3531020417592714	-0.6871462830838453	49.5756800854833415	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	1.9601663998887364e-03	-9.7304691233898190e-04	-1.2549888663004882e-08	2.1883949846914510e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	258	129	641	0	2	2	258	2	-4.5306485902199142e-02	1.0000000000000000e+00	-1.1326621475549784e+03	-1.3906541212089607	1.3598612488014994	49.5753311696512924	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.0372610902952969e-03	2.9823582904831619e-03	1.0115697120227640e-08	3.1575895145437385e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	259	139	641	0	2	2	259	2	-4.5303507728683468e-02	1.0000000000000000e+00	-1.1325876932170868e+03	-1.3906760649655197	1.3598960008476211	49.5753333720411220	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.1521239555946753e-03	3.1478964034932799e-03	1.1003918970464710e-08	3.3521099886940067e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	260	139	641	0	2	2	260	2	-4.6362468441055578e-02	1.0000000000000000e+00	-1.1590617110263895e+03	-0.4395110504831521	-0.5051425055276895	49.5755137813346280	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-5.6437535102450112e-04	-2.7771455197457941e-04	2.8277876359950049e-09	6.2900310748872034e-04	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	261	144	641	0	2	2	261	2	-4.7139563331659431e-02	1.0000000000000000e+00	-1.1784890832914857e+03	-0.4394704498887748	-0.5051881544595261	49.5756720003128777	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-3.7907996584540365e-04	-4.9122119948050017e-04	1.4703105191693489e-09	6.2048359150470331e-04	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	262	144	641	0	2	2	262	2	-4.6521367577431409e-02	1.0000000000000000e+00	-1.1630341894357853e+03	0.6583193552930069	1.0132574153814091	49.5755972009173433	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	1.4210420169987533e-03	2.1073693770270216e-03	-5.1371857739956894e-09	2.5417250255158471e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	263	166	641	0	2	2	263	2	-4.4732060379882858e-02	1.0000000000000000e+00	-1.1183015094970715e+03	-0.3909259853361860	2.9694128506941921	49.5752864111691380	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	4.1606748418376751e-04	4.3938511797729013e-03	3.8144319647326341e-09	4.4135065810986703e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	264	168	641	0	2	2	264	2	-4.6377721785612572e-02	1.0000000000000000e+00	-1.1594430446403144e+03	-1.5779464040443387	-2.2265463373072807	49.5754854942956840	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-2.1374321837807479e-03	-2.8857109454852414e-03	8.1269920793047845e-09	3.5910923131021169e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	265	173	641	0	2	2	265	2	-4.8567226350414223e-02	1.0000000000000000e+00	-1.2141806587603555e+03	-0.4394496764521151	-0.5051870963505408	49.5759599888435147	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-2.6724275972935592e-04	-5.0029163713341703e-04	8.1968360571282872e-10	5.6719521755218346e-04	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	266	189	641	0	2	2	266	2	-4.4738722917840361e-02	1.0000000000000000e+00	-1.1184680729460090e+03	-1.3907119223002227	1.3598702001867551	49.5752219618602652	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.3332851237254706e-03	3.0329576055889407e-03	1.1875298876196094e-08	3.3130772792961632e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	267	189	641	0	2	2	267	2	-4.6583584989607747e-02	1.0000000000000000e+00	-1.1645896247401936e+03	0.6583486309990988	1.0132163223114774	49.5756078335437422	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	1.5683684037377664e-03	1.9000952770408086e-03	-6.2693332955610082e-09	2.4637657177002527e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	268	189	641	0	2	2	268	2	-4.4959783231546861e-02	1.0000000000000000e+00	-1.1239945807886716e+03	-0.4395013096978587	-0.5051418661578836	49.5752312256525869	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-5.2259021587665864e-04	-2.5784955341372711e-04	2.6174436784653921e-09	5.8274087374451629e-04	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	269	192	641	0	2	2	269	2	-4.9594505684814459e-02	1.0000000000000000e+00	-1.2398626421203614e+03	0.9896726051666362	-2.5382700000327376	49.5761331419280609	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	6.3636839260927897e-04	-3.1013213568692947e-03	-7.9967643201728222e-09	3.1659372845572395e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	270	192	641	0	2	2	270	2	-4.8550760855931782e-02	1.0000000000000000e+00	-1.2137690213982946e+03	2.8801392952178801	-1.4755949577903791	49.5759460277958937	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	4.2064287932722612e-03	-2.6314769082683388e-03	-2.7696660159781672e-08	4.9617248928559643e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	271	193	641	0	2	2	271	2	-4.7284602073150592e-02	1.0000000000000000e+00	-1.1821150518287648e+03	1.3530956590454550	-0.6871296386330030	49.5757071555743067	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	1.9234396548766489e-03	-8.9474512673059223e-04	-1.2230155971293399e-08	2.1213648785415777e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	272	193	641	0	2	2	272	2	-4.6479947938845363e-02	1.0000000000000000e+00	-1.1619986984711340e+03	2.8800814223828342	-1.4755517202200834	49.5755274665826704	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.9273118006577911e-03	-2.4082294847319868e-03	-2.5790362553901325e-08	4.6068804229525617e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	273	193	641	0	2	2	273	2	-4.9009757347857709e-02	1.0000000000000000e+00	-1.2252439336964428e+03	0.9896868639207625	-2.5382914465351121	49.5760149535098904	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	7.1758496129007549e-04	-3.2051738345395529e-03	-8.6062214646465129e-09	3.2845193691559693e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	274	196	641	0	2	2	274	2	-4.8456355745259722e-02	1.0000000000000000e+00	-1.2114088936314931e+03	1.5967611715708969	2.7032251107588179	49.5760604311652813	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.2081394792739834e-03	4.1629767039973896e-03	-1.2435028819146599e-08	5.2557144097311785e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	275	196	641	0	2	2	275	2	-4.4217197364752985e-02	1.0000000000000000e+00	-1.1054299341188246e+03	-0.3909595232246502	2.9694224721222513	49.5751796785953189	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	2.3339157968190250e-04	4.4416137015972149e-03	4.9235676230496850e-09	4.4477414384951350e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	276	197	641	0	2	2	276	2	-5.0772258294175719e-02	1.0000000000000000e+00	-1.2693064573543929e+03	0.9896638270723415	-2.5382725990651238	49.5763720506403800	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	5.9811929872726995e-04	-3.1194609836561020e-03	-7.8041581877408284e-09	3.1762845470964343e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	277	199	641	0	2	2	277	2	-4.7967960479367876e-02	1.0000000000000000e+00	-1.1991990119841969e+03	2.6576495685956916	0.6215272219407509	49.5758814349064920	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	3.5942614559667050e-03	5.8674959899926839e-04	-1.9673298219669011e-08	3.6418388907474663e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	278	204	641	0	2	2	278	2	-4.0885891239444583e-02	1.0000000000000000e+00	-1.0221472809861145e+03	-0.3909257837381190	2.9695250093216528	49.5745059383474711	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	4.2591091238133308e-04	4.8964881488788988e-03	4.4661060058515112e-09	4.9149767341684280e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	279	204	641	0	2	2	279	2	-4.1433875009440839e-02	1.0000000000000000e+00	-1.0358468752360209e+03	-2.0477803028636132	3.0348360064668425	49.5745623593901570	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-2.5027112503136694e-03	5.2112759145241704e-03	2.1612535927584275e-08	5.7810864255962687e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	280	222	641	0	2	2	280	2	-4.4449565927333914e-02	1.0000000000000000e+00	-1.1112391481833479e+03	-0.3908371897467262	2.9694315356773315	49.5752292801695091	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	8.6329600522260647e-04	4.4618108947500302e-03	1.3594036660236064e-09	4.5445611947849511e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	281	224	641	0	2	2	281	2	-4.5343490587920664e-02	1.0000000000000000e+00	-1.1335872646980165e+03	-0.4382104796772708	-3.5695876791775802	49.5752561282277071	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-6.2042445216140885e-04	-4.4028933299968950e-03	-2.6616327614137347e-09	4.4463913656107709e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	282	224	641	0	2	2	282	2	-4.4859950637319380e-02	1.0000000000000000e+00	-1.1214987659329845e+03	-1.5779030560250091	-2.2264824853001555	49.5751815137661751	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.9373797151568529e-03	-2.5472923780023001e-03	7.4625722823462581e-09	3.2003341418960539e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	283	224	641	0	2	2	283	2	-4.9988807588838460e-02	1.0000000000000000e+00	-1.2497201897209616e+03	0.9897243712132351	-2.5383041519775515	49.5762171583893192	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	9.1511778462273973e-04	-3.2863582217251626e-03	-9.8471570827984856e-09	3.4113913468452094e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	284	234	641	0	2	2	284	2	-4.5764610772407385e-02	1.0000000000000000e+00	-1.1441152693101847e+03	-3.2379385097575621	-1.6371350256113373	49.5753548533840558	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-4.4288099369152361e-03	-1.8583373891089886e-03	2.2642419196527985e-08	4.8028923899658873e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	285	240	641	0	2	2	285	2	-4.5667709632807758e-02	1.0000000000000000e+00	-1.1416927408201939e+03	-2.7798093846409317	0.0637938283111865	49.5753629221693330	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-2.6841693819702659e-03	3.9512280944163284e-04	1.5865342609111543e-08	2.7130955209685114e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	286	240	641	0	2	2	286	2	-4.3902049288430292e-02	1.0000000000000000e+00	-1.0975512322107572e+03	-3.2378962073552389	-1.6370815693729170	49.5749816293981524	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-4.2176415853325258e-03	-1.5910179835349064e-03	2.1814478813608762e-08	4.5077531838748240e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	287	252	641	0	2	2	287	2	-4.7857675695081758e-02	1.0000000000000000e+00	-1.1964418923770440e+03	-0.4394191080550812	-0.5051491580759901	49.5758195467474536	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.1244137801938836e-04	-3.2783661874128956e-04	1.7963902587680991e-10	3.4658319647474676e-04	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	288	252	641	0	2	2	288	2	-4.6378665449740675e-02	1.0000000000000000e+00	-1.1594666362435169e+03	-1.5779103364068263	-2.2264726150424194	49.5754846581598514	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-1.9667266511298482e-03	-2.5006646754331839e-03	7.6956113079229560e-09	3.1814049631071805e-03	1	top_other
448	0.2240000000000002	retry_displacement	-1	450	538	641	289	269	641	0	2	2	289	2	-4.7133745406479126e-02	1.0000000000000000e+00	-1.1783436351619782e+03	-2.7799033120612835	0.0638595849014834	49.5756594843556968	-0.0000057034140024	0.0000014082036062	-0.9999999999827440	-3.1541145043776572e-03	7.2443209299756050e-04	1.9009368718014841e-08	3.2362385827456692e-03	1	top_other
